Name,Speed,Modules,First Word Latency,CAS Latency,Rating,Price
G.Skill Ripjaws V 16 GB,DDR4-2400,2 x 8GB,12,15,80,
Patriot Signature Line 4 GB,DDR4-2666,1 x 4GB,14,19,0,
Corsair Vengeance 16 GB,DDR3-1600,4 x 4GB,11,9,9,
Samsung MV-3V4G3D/US 8 GB,DDR3-1600,2 x 4GB,13,11,13,
Kingston HyperX Fury 16 GB,DDR4-3200,1 x 16GB,10,16,1,
Kingston HyperX Fury RGB 16 GB,DDR4-3600,2 x 8GB,9,17,6,
Kingston KCP424NS6/4 4 GB,DDR4-2400,1 x 4GB,14,17,0,42.7
Corsair Vengeance LPX 8 GB,DDR4-2666,2 x 4GB,12,16,13,
Kingston HyperX Fury 8 GB,DDR3-1600,2 x 4GB,12,10,37,
Crucial Ballistix 32 GB,DDR4-3600,2 x 16GB,8,16,10,
HP V6 16 GB,DDR4-3200,2 x 8GB,10,16,0,
PNY XLR8 Gaming MAKO 32 GB,DDR5-6000,2 x 16GB,13,40,0,
TEAMGROUP Xtreem ARGB 48 GB,DDR5-8000,2 x 24GB,9,38,0,779.99
G.Skill Trident Z5 RGB 32 GB,DDR5-6400,2 x 16GB,10,32,13,499.99
Crucial CT32G3ELSDQ4186D 32 GB,DDR3-1866,1 x 32GB,11,11,0,
TEAMGROUP Elite Plus 32 GB,DDR5-4800,2 x 16GB,16,40,0,
G.Skill Trident Z5 Neo 32 GB,DDR5-6000,2 x 16GB,12,36,0,489.99
Kingston ValueRAM 32 GB,DDR4-3200,1 x 32GB,13,22,1,293
Wintec Value 8 GB,DDR2-800,2 x 4GB,15,6,2,
Apacer Panther-Golden 8 GB,DDR4-2666,1 x 8GB,12,16,1,
Crucial Ballistix 64 GB,DDR4-3600,2 x 32GB,8,16,3,
Crucial Ballistix 16 GB,DDR4-3000,2 x 8GB,10,15,9,
Crucial Ballistix 32 GB,DDR4-3200,2 x 16GB,10,16,8,
Silicon Power SP024GBSVU560P02 24 GB,DDR5-5600,1 x 24GB,16,46,0,247.97
TEAMGROUP T-Force Vulcan Z 32 GB,DDR4-3200,2 x 16GB,10,16,5,
Supermicro MEM-DR432L-HL01-ER26 32 GB,DDR4-2666,1 x 32GB,14,19,0,210.71
ADATA XPG Lancer Blade RGB 64 GB,DDR5-6000,2 x 32GB,10,30,0,1285.74
Corsair Dominator Platinum RGB 32 GB,DDR5-5600,2 x 16GB,12,36,9,
Corsair Vengeance LPX 16 GB,DDR4-2666,2 x 8GB,12,16,26,
Kingston KVR13N9S6/2 2 GB,DDR3-1333,1 x 2GB,13,9,2,17.64
Kingston KVR1333D3N9K4/16G 16 GB,DDR3-1333,4 x 4GB,13,9,1,
Crucial CT3KIT51264BA160B 12 GB,DDR3-1600,3 x 4GB,13,11,2,47.29
Corsair Vengeance LPX 16 GB,DDR4-2666,4 x 4GB,11,15,9,
Kingston KVR13LL9Q4K4/128I 128 GB,DDR3-1333,4 x 32GB,13,9,0,
Corsair Vengeance LPX 4 GB,DDR4-2400,1 x 4GB,13,16,3,
PNY XLR8 16 GB,DDR4-2666,2 x 8GB,12,16,4,
Kingston KVR21R15D4/16 16 GB,DDR4-2133,1 x 16GB,14,15,1,118.79
Crucial CT8G4RFS424A 8 GB,DDR4-2400,1 x 8GB,14,17,0,58.99
Kingston FURY Renegade Pro 32 GB,DDR5-6400,1 x 32GB,10,32,0,
Patriot Viper 3 8 GB,DDR3-1600,1 x 8GB,12,10,4,27.99
Corsair Vengeance LPX 16 GB,DDR4-3000,2 x 8GB,10,16,15,
G.Skill Trident X 16 GB,DDR3-2400,2 x 8GB,8,10,36,
Crucial Ballistix RGB 16 GB,DDR4-3600,2 x 8GB,8,16,19,
Corsair Vengeance RGB Pro SL 32 GB,DDR4-3200,2 x 16GB,10,16,3,292.99
TEAMGROUP T-Force Delta RGB 8 GB,DDR4-3600,1 x 8GB,10,18,0,
TEAMGROUP T-Force Delta RGB 64 GB,DDR4-3600,2 x 32GB,10,18,1,
G.Skill F2-9600CL5D-4GBPI 4 GB,DDR2-1200,2 x 2GB,8,5,0,
GeIL EVO SPEAR 16 GB,DDR4-3000,2 x 8GB,10,16,3,
Kingston KTH-PL426/32G 32 GB,DDR4-2666,1 x 32GB,14,19,0,855.49
TEAMGROUP Team T-Force Night Hawk RGB 16GB ,DDR4-3600,2 x 8GB,10,18,2,
Neo Forza FAYE 16 GB,DDR4-3000,2 x 8GB,10,15,0,
Apacer ZADAK Twist 16 GB,DDR4-3000,2 x 8GB,10,16,1,
G.Skill Trident Z RGB 32 GB,DDR4-3600,2 x 16GB,9,17,5,
Crucial CT2K8G4SFS8266 16 GB,DDR4-2666,2 x 8GB,14,19,1,116.55
G.Skill Trident Z Royal 16 GB,DDR4-3600,2 x 8GB,10,18,3,
TEAMGROUP T-Force Dark 16 GB,DDR4-2400,2 x 8GB,11,14,0,139
Patriot Signature 2 GB,DDR3-1333,1 x 2GB,13,9,0,
Kingston KVR1333D3S8R9S/2G 2 GB,DDR3-1333,1 x 2GB,13,9,0,11.99
Corsair Vengeance RGB Pro 16 GB,DDR4-3000,2 x 8GB,10,15,10,
Crucial Classic 16 GB,DDR5-5200,2 x 8GB,16,42,1,
G.Skill Ripjaws X 4 GB,DDR3-1600,2 x 2GB,11,9,23,28.76
Crucial Ballistix Sport 16 GB,DDR3-1600,2 x 8GB,11,9,82,
Corsair Dominator Platinum 64 GB,DDR3-2400,8 x 8GB,7,9,0,
ADATA Premier 8 GB,DDR4-2400,1 x 8GB,14,17,2,
Crucial CT2K48G56C46S5 96 GB,DDR5-5600,2 x 48GB,16,46,0,1199.99
Samsung M393A1G43DB0-CPB0 8 GB,DDR4-2133,1 x 8GB,14,15,0,49.5
G.Skill Ripjaws M5 RGB 48 GB,DDR5-5200,2 x 24GB,15,40,1,579.99
Klevv CRAS X RGB 32 GB,DDR4-3200,2 x 16GB,10,16,0,
ADATA XPG LANCER NEON RGB 32 GB,DDR5-8000,2 x 16GB,9,38,0,1039.5
G.Skill Trident Z5 Royal Neo RGB 32 GB,DDR5-6000,2 x 16GB,8,26,1,
Kingston KCP421NS8/8 8 GB,DDR4-2133,1 x 8GB,14,15,2,64.78
G.Skill Trident Z Royal 16 GB,DDR4-3600,2 x 8GB,8,16,1,
TEAMGROUP T-Force Vulcan Z 16 GB,DDR4-3200,2 x 8GB,10,16,9,
Patriot PSD34G160081 4 GB,DDR3-1600,1 x 4GB,13,11,1,35.83
Corsair Vengeance RGB 16 GB,DDR4-3000,2 x 8GB,10,15,31,
Crucial CT4K8G4DFS8266 32 GB,DDR4-2666,4 x 8GB,14,19,0,249.79
G.Skill Trident Z5 Royal Neo 96 GB,DDR5-6000,2 x 48GB,10,30,0,
Corsair Vengeance RGB Pro 32 GB,DDR4-3200,2 x 16GB,10,16,42,
G.Skill Flare X 16 GB,DDR4-3200,2 x 8GB,10,16,17,
G.Skill Trident Z RGB 32 GB,DDR4-3600,4 x 8GB,10,18,9,
ADATA XPG GAMMIX D30 16 GB,DDR4-3000,2 x 8GB,10,16,1,
Kingston FURY Beast RGB 16 GB,DDR4-3200,2 x 8GB,10,16,7,
GeIL ORION V RGB 32 GB,DDR5-5200,2 x 16GB,13,34,0,
G.Skill Trident X 32 GB,DDR3-2933,4 x 8GB,8,12,0,
TEAMGROUP T-Create Classic 64 GB,DDR4-3200,2 x 32GB,13,22,0,509.99
TEAMGROUP T-Force Zeus 32 GB,DDR4-2666,2 x 16GB,14,19,0,
Crucial CT16G4RFD8266 16 GB,DDR4-2666,1 x 16GB,14,19,0,118.99
Kingston Server Premier 16 GB,DDR4-3200,1 x 16GB,13,22,0,196.1
Patriot Viper Elite II 64 GB,DDR4-3600,2 x 32GB,11,20,1,589.99
G.Skill Ripjaws V 16 GB,DDR4-3000,2 x 8GB,10,15,27,
Patriot Viper Steel RGB 32 GB,DDR4-3600,1 x 32GB,11,20,1,
Kingston KVR16N11K2/16 16 GB,DDR3-1600,2 x 8GB,13,11,4,89.87
Kingston HyperX Fury 16 GB,DDR3-1866,2 x 8GB,10,10,23,
GeIL Dragon RAM 8 GB,DDR4-3333,2 x 4GB,9,16,0,
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-3000,2 x 8GB,10,16,28,
G.Skill Value 16 GB,DDR4-2666,2 x 8GB,14,19,1,
ADATA XPG SPECTRIX D41 8 GB,DDR4-3000,1 x 8GB,10,16,0,
Kingston HyperX Predator RGB 16 GB,DDR4-3200,2 x 8GB,10,16,11,
Kingston HyperX Fury 16 GB,DDR4-3200,2 x 8GB,11,18,3,
Crucial Ballistix 16 GB,DDR4-2666,2 x 8GB,12,16,2,
Samsung SAMSUNG 64GB 288-Pin DDR4 SDRAM ECC DDR4 2933 ,DDR4-2933,1 x 64GB,14,21,0,
Silicon Power SP032GBSVU560F22 32 GB,DDR5-5600,2 x 16GB,16,46,0,384.99
PNY MN64GK2D43200-TB 64 GB,DDR4-3200,2 x 32GB,13,22,0,494.09
Micron MT16KTF1G64AZ-1G6E1 8 GB,DDR3-1600,1 x 8GB,13,11,3,37.38
Patriot Viper Steel 32 GB,DDR4-3600,1 x 32GB,10,18,0,351.99
ADATA AD5U480016G-DT 32 GB,DDR5-4800,2 x 16GB,16,40,1,604.89
Corsair Dominator Titanium 48 GB,DDR5-7000,2 x 24GB,10,36,2,
G.Skill Aegis 8 GB,DDR4-2133,1 x 8GB,14,15,9,
Crucial CT4K8G4DFS8213 32 GB,DDR4-2133,4 x 8GB,14,15,1,249.78
Kingston Server Premier 16 GB,DDR4-3200,1 x 16GB,13,22,2,
Patriot Extreme Performance 4 GB,DDR2-800,2 x 2GB,12,5,0,74.56
Timetec PINNACLE Konduit RGB 8 GB,DDR4-3200,1 x 8GB,10,16,0,69.99
Crucial CT8G3ERSLD4160B 8 GB,DDR3-1600,1 x 8GB,13,11,0,17.98
G.Skill Trident Z5 32 GB,DDR5-6000,2 x 16GB,12,36,2,611.17
Silicon Power SP008GBLFU266B02 8 GB,DDR4-2666,1 x 8GB,14,19,0,
Kingston HyperX 16 GB,DDR3-1600,4 x 4GB,11,9,4,276.14
Kingston HyperX Fury 16 GB,DDR4-2666,2 x 8GB,11,15,12,
Corsair Dominator Platinum RGB 16 GB,DDR4-3600,2 x 8GB,7,14,0,
Crucial CT12864BA1067 1 GB,DDR3-1066,1 x 1GB,13,7,1,
Crucial CT2KIT25664AA1067 4 GB,DDR2-1066,2 x 2GB,13,7,1,
OCZ Platinum 4 GB,DDR2-1066,2 x 2GB,9,5,1,
Corsair Vengeance 8 GB,DDR3-1600,2 x 4GB,11,9,117,
Corsair Vengeance LP 16 GB,DDR3-1600,2 x 8GB,12,10,27,
Corsair Vengeance Pro 16 GB,DDR3-2133,2 x 8GB,8,9,0,
G.Skill Ripjaws V 32 GB,DDR4-3600,2 x 16GB,10,19,15,
ADATA XPG SPECTRIX D60G 32 GB,DDR4-3200,2 x 16GB,10,16,5,
TEAMGROUP T-Force Dark Za 16 GB,DDR4-3600,2 x 8GB,10,18,4,
Corsair Vengeance LPX 64 GB,DDR4-4000,2 x 32GB,9,18,2,
Kingston HyperX Fury RGB 16 GB,DDR4-3733,2 x 8GB,10,19,0,
Silicon Power GAMING 32 GB,DDR4-3200,2 x 16GB,10,16,2,
GeIL Orion AMD Edition 16 GB,DDR4-3200,2 x 8GB,10,16,0,
Lexar Ares RGB 32 GB,DDR5-7200,2 x 16GB,9,34,0,
ADATA XPG LANCER RGB 64 GB,DDR5-6400,2 x 32GB,10,32,0,
Patriot Viper 4 Blackout 32 GB,DDR4-3200,2 x 16GB,10,16,0,
Silicon Power XPOWER Turbine 32 GB,DDR4-3200,2 x 16GB,10,16,0,239.79
Corsair Vengeance LPX 32 GB,DDR4-3200,4 x 8GB,10,16,0,310.99
Kingston ValueRAM 8 GB,DDR4-2666,1 x 8GB,14,19,1,
Corsair Vengeance Pro 16 GB,DDR3-2400,2 x 8GB,9,11,10,
Crucial CT2K8G4DFS824A 16 GB,DDR4-2400,2 x 8GB,14,17,1,128
G.Skill Value 4 GB,DDR4-2400,1 x 4GB,14,17,0,
Acer Predator Hermes RGB 64 GB,DDR5-6400,2 x 32GB,10,32,0,
G.Skill Trident Z5 Royal 48 GB,DDR5-7200,2 x 24GB,10,36,1,939.99
Kingston HyperX 2 GB,DDR2-1066,2 x 1GB,9,5,0,
Crucial Ballistix Sport 4 GB,DDR3-1600,1 x 4GB,11,9,21,29.01
HP B4U37AA 8 GB,DDR3-1600,1 x 8GB,13,11,1,
G.Skill TridentZ RGB  128 GB,DDR4-3200,8 x 16GB,8,14,1,
Apacer Panther Silver 16 GB,DDR4-2400,2 x 8GB,13,16,0,
Corsair Vengeance RGB Pro 16 GB,DDR4-3600,2 x 8GB,8,16,9,
Corsair Vengeance LPX 128 GB,DDR4-4000,8 x 16GB,9,19,0,
G.Skill Ripjaws V 64 GB,DDR4-3600,4 x 16GB,8,16,6,
Micron MTA18ADF2G72AZ-3G2E1 16 GB,DDR4-3200,1 x 16GB,13,22,0,
OLOy MD4U0836180BHKDA 16 GB,DDR4-3600,2 x 8GB,10,18,6,
GOODRAM IRDM PRO 8 GB,DDR4-3600,1 x 8GB,10,18,0,
Acer Predator Hermes RGB 48 GB,DDR5-6000,2 x 24GB,9,28,0,
Crucial CT2K32G4DFD8266 64 GB,DDR4-2666,2 x 32GB,14,19,0,484.5
Corsair Vengeance RGB RS 64 GB,DDR4-3600,2 x 32GB,10,18,0,
Samsung M471A1K43BB1-CRC 8 GB,DDR4-2400,1 x 8GB,14,17,0,65.97
Kingston FURY Renegade 24 GB,DDR5-7200,1 x 24GB,10,38,0,888.44
TEAMGROUP T-Force Delta RGB 48 GB,DDR5-6400,2 x 24GB,10,32,0,749.99
Thermaltake TOUGHRAM XG RGB D5 32 GB,DDR5-6000,2 x 16GB,12,36,0,
Samsung M471B5273DH0-CK0 4 GB,DDR3-1600,1 x 4GB,13,11,0,12.89
TEAMGROUP T-Force Vulcan Z 32 GB,DDR4-3200,2 x 16GB,10,16,10,
Kingston HyperX Fury 8 GB,DDR4-2666,2 x 4GB,11,15,14,
Corsair Vengeance LED 16 GB,DDR4-3200,2 x 8GB,10,16,23,
Kingston FURY Beast RGB 8 GB,DDR4-3200,1 x 8GB,10,16,2,
GOODRAM IRDM 64 GB,DDR5-6000,2 x 32GB,10,30,0,
TEAMGROUP T-Force Delta RGB 2 GB,DDR5-5600,1 x 2GB,12,36,0,
Klevv BOLT V 32 GB,DDR5-6000,2 x 16GB,9,28,0,
G.Skill Trident Z5 Royal Neo 48 GB,DDR5-6000,2 x 24GB,8,26,1,
Crucial CT8G4SFS8266 8 GB,DDR4-2666,1 x 8GB,14,19,0,58.88
Crucial CT2K16G4SFRA32A 32 GB,DDR4-3200,2 x 16GB,13,22,1,252
Klevv Urbane V RGB 32 GB,DDR5-6400,2 x 16GB,9,30,1,
Corsair Vengeance RGB Pro SL 16 GB,DDR4-3200,2 x 8GB,10,16,1,159.99
TEAMGROUP T-Create Expert 48 GB,DDR5-7200,2 x 24GB,9,34,0,749.99
G.Skill Flare X 32 GB,DDR4-3200,2 x 16GB,10,16,3,397.69
Timetec 75TT21NU 8 GB,DDR4-2133,2 x 4GB,14,15,0,109.99
G.Skill Aegis 16 GB,DDR4-2133,2 x 8GB,14,15,3,
Kingston ValueRAM 8 GB,DDR4-2133,1 x 8GB,14,15,5,74.5
Patriot PV316G240C0KRD 16 GB,DDR3-2400,2 x 8GB,8,10,0,188.02
G.Skill Trident Z Neo 32 GB,DDR4-3600,4 x 8GB,8,16,16,
G.Skill Ripjaws S5 32 GB,DDR5-5600,2 x 16GB,12,36,0,616.34
G.Skill Ripjaws V 8 GB,DDR4-3200,2 x 4GB,10,16,5,
GeIL Dragon RAM 16 GB,DDR4-3200,2 x 8GB,10,16,0,
Crucial Ballistix 16 GB,DDR4-3200,2 x 8GB,10,16,5,
Crucial Ballistix MAX RGB 16 GB,DDR4-4000,2 x 8GB,9,18,1,225
TEAMGROUP T-Force Xtreem ARGB 32 GB,DDR4-3600,2 x 16GB,7,14,0,
G.Skill Aegis 5 64 GB,DDR5-6000,2 x 32GB,12,36,0,
G.Skill Trident Z Neo 16 GB,DDR4-3600,2 x 8GB,10,18,20,174.99
G.Skill Ripjaws X 16 GB,DDR3-2133,2 x 8GB,9,10,4,
G.Skill Ripjaws V 8 GB,DDR4-2666,1 x 8GB,14,19,0,84.99
G.Skill Trident Z5 Royal Neo RGB 64 GB,DDR5-6000,2 x 32GB,8,26,0,
Kingston KVR21R15S4K4/32 32 GB,DDR4-2133,4 x 8GB,14,15,0,268.63
Samsung M393A4K40CB1-CRC 32 GB,DDR4-2400,1 x 32GB,14,17,0,232.87
G.Skill Ripjaws X 16 GB,DDR3-1600,2 x 8GB,11,9,45,
Corsair Vengeance Pro 32 GB,DDR3-2800,4 x 8GB,8,12,0,
Kingston KVR21N15D8/8 8 GB,DDR4-2133,1 x 8GB,14,15,1,78.98
Corsair Vengeance LPX 8 GB,DDR4-3000,2 x 4GB,10,15,15,
Corsair Vengeance LPX 16 GB,DDR4-3000,2 x 8GB,10,15,18,
G.Skill Trident Z RGB 16 GB,DDR4-3200,2 x 8GB,8,14,32,
ADATA XPG GAMMIX D10 16 GB,DDR4-2666,2 x 8GB,12,16,2,
Kingston HyperX Predator 32 GB,DDR4-3200,2 x 16GB,10,16,1,
ADATA XPG GAMMIX D30 16 GB,DDR4-3200,2 x 8GB,10,16,6,
ADATA XPG GAMMIX D45 32 GB,DDR4-3200,2 x 16GB,10,16,0,
ADATA XPG GAMMIX D45 16 GB,DDR4-3200,2 x 8GB,10,16,1,
PNY XLR8 Gaming EPIC-X RGB 16 GB,DDR4-3200,2 x 8GB,10,16,1,
Patriot Viper Elite 5 RGB TUF GAMING ALLIANCE 32 GB,DDR5-6000,2 x 16GB,12,36,1,695.57
Silicon Power XPOWER Storm RGB 16 GB,DDR5-7600,1 x 16GB,9,36,0,288.97
Kingston KSM24RS8/8MEI 8 GB,DDR4-2400,1 x 8GB,14,17,0,58.77
ADATA XPG Lancer Blade RGB 48 GB,DDR5-6400,2 x 24GB,10,32,0,781.58
PNY XLR8 Gaming MAKO EPIC-X RGB 32 GB,DDR5-6000,2 x 16GB,13,40,1,
G.Skill Trident Z RGB 16 GB,DDR4-3000,2 x 8GB,10,15,48,189.99
Corsair Vengeance RGB Pro 16 GB,DDR4-3200,2 x 8GB,10,16,1,256.69
TEAMGROUP TED34096M1600HC11 4 GB,DDR3-1600,1 x 4GB,13,11,1,
Samsung M393B2G70DB0-YK0 16 GB,DDR3-1600,1 x 16GB,13,11,0,
Kingston HyperX Fury 8 GB,DDR4-2400,2 x 4GB,12,15,22,
G.Skill Trident Z Neo 128 GB,DDR4-3600,4 x 32GB,8,16,1,
TEAMGROUP Elite 64 GB,DDR5-5600,2 x 32GB,16,46,0,1184.99
Corsair Vengeance 16 GB,DDR3-1600,2 x 8GB,11,9,18,
Patriot Viper Steel RGB 64 GB,DDR4-3200,2 x 32GB,11,18,0,609.99
G.Skill Sniper 16 GB,DDR3-1866,2 x 8GB,9,9,34,
Crucial CT6464AC667 0.5 GB,DDR2-667,1 x 512MB,14,5,0,
Kingston Value 4 GB,DDR3-1333,2 x 2GB,13,9,0,
Corsair ValueSelect 4 GB,DDR3-1600,1 x 4GB,13,11,3,49
G.Skill Ripjaws V 16 GB,DDR4-3600,2 x 8GB,8,16,8,
Crucial Ballistix Sport LT 16 GB,DDR4-2400,2 x 8GB,13,16,22,
GeIL EVO POTENZA 16 GB,DDR4-3000,2 x 8GB,10,16,1,
Crucial Ballistix 16 GB,DDR4-3600,2 x 8GB,8,16,35,
Neo Forza FAYE 16 GB,DDR4-3200,2 x 8GB,10,16,1,
TEAMGROUP T-Force Zeus 16 GB,DDR4-3200,2 x 8GB,12,20,2,
Corsair Vengeance RGB RT 16 GB,DDR4-3600,2 x 8GB,8,16,1,
G.Skill Ripjaws 16 GB,DDR5-5600,1 x 16GB,14,40,0,224.99
TEAMGROUP T-Force Vulcan Eco 32 GB,DDR5-6000,2 x 16GB,10,30,3,529.99
Patriot Viper Elite 32 GB,DDR4-2666,2 x 16GB,12,16,3,
Corsair ValueSelect 4 GB,DDR4-2400,1 x 4GB,13,16,0,
Corsair Dominator Platinum 16 GB,DDR4-3000,2 x 8GB,10,15,24,
G.Skill Trident Z RGB 64 GB,DDR4-3600,8 x 8GB,8,16,0,659
Crucial CT2K16G64C52CU5 32 GB,DDR5-6400,2 x 16GB,16,52,0,
Kingston HyperX 1 GB,DDR2-1066,1 x 1GB,9,5,0,
Corsair XMS3 8 GB,DDR3-1600,2 x 4GB,11,9,14,
Corsair Vengeance 8 GB,DDR3-1600,1 x 8GB,12,10,30,
Kingston HyperX Fury 4 GB,DDR3-1600,1 x 4GB,12,10,12,
Corsair Dominator Platinum 16 GB,DDR4-3200,2 x 8GB,10,16,13,
Crucial Ballistix Sport LT 16 GB,DDR4-2400,1 x 16GB,13,16,6,
Corsair Vengeance LED 32 GB,DDR4-3000,2 x 16GB,10,16,0,444.36
Crucial Ballistix Sport LT 8 GB,DDR4-2400,2 x 4GB,13,16,2,
OLOy WarHawk RGB 16 GB,DDR4-3200,2 x 8GB,10,16,23,
ADATA XPG SPECTRIX D50 16 GB,DDR4-3600,2 x 8GB,10,18,2,
PNY XLR8 Gaming EPIC-X RGB 8 GB,DDR4-3200,1 x 8GB,10,16,1,
Neo Forza Trinity 32 GB,DDR5-6400,2 x 16GB,12,40,1,
ADATA XPG LANCER 16 GB,DDR5-5200,2 x 8GB,14,38,3,
KingBank SharpBlade RGB 64 GB,DDR5-6400,2 x 32GB,10,32,0,
V-Color TE532G60D830SKK 64 GB,DDR5-6000,2 x 32GB,10,30,0,
Patriot Viper Elite 5 32 GB,DDR5-6400,2 x 16GB,10,32,0,449.99
G.Skill Ripjaws S5 48 GB,DDR5-6400,2 x 24GB,10,32,1,
Kingston ValueRAM 48 GB,DDR3-1600,3 x 16GB,13,11,0,89.98
Kingston KSM26RD8/16HAI 16 GB,DDR4-2666,2 x 8GB,14,19,0,148.99
Crucial CT51264BA160B 4 GB,DDR3-1600,1 x 4GB,13,11,4,13.99
Klevv Urbane V RGB 32 GB,DDR5-6000,2 x 16GB,10,30,0,
Crucial CT2CP6464AA667 1 GB,DDR2-667,2 x 512MB,14,5,1,
G.Skill Ripjaws X 16 GB,DDR3-1600,4 x 4GB,11,9,22,
Corsair Vengeance LP 32 GB,DDR3-1600,4 x 8GB,11,9,1,
G.Skill Ripjaws V 16 GB,DDR4-2400,2 x 8GB,12,15,7,
Crucial Ballistix Sport LT 8 GB,DDR4-2666,1 x 8GB,12,16,3,
ADATA XPG Z1 16 GB,DDR4-3000,2 x 8GB,10,16,13,
Crucial Ballistix Elite 32 GB,DDR4-3600,4 x 8GB,8,16,3,
TEAMGROUP T-Force Vulcan Z 16 GB,DDR4-3000,2 x 8GB,10,16,10,
G.Skill Ripjaws V 256 GB,DDR4-3200,8 x 32GB,8,14,0,
Klevv BOLT XR 16 GB,DDR4-3600,2 x 8GB,10,18,0,
G.Skill Trident Z Royal 64 GB,DDR4-4600,2 x 32GB,8,20,0,
Lexar THOR 16 GB,DDR4-3600,2 x 8GB,10,18,2,
Mushkin Redline ST 64 GB,DDR5-6400,2 x 32GB,9,30,0,
TEAMGROUP Xtreem 48 GB,DDR5-8200,2 x 24GB,9,38,0,
Acer Predator Hermes RGB 32 GB,DDR5-6800,2 x 16GB,9,32,0,
TEAMGROUP T-Create Expert 64 GB,DDR5-6000,2 x 32GB,10,30,0,
Patriot Viper 4 Blackout 64 GB,DDR4-3200,2 x 32GB,10,16,1,
TEAMGROUP T-Force Delta RGB Eco 32 GB,DDR5-6400,2 x 16GB,10,32,0,439.99
G.Skill Ripjaws S5 32 GB,DDR5-6000,2 x 16GB,10,32,7,
Crucial CT2K16G4DFD8213 32 GB,DDR4-2133,2 x 16GB,14,15,1,255
G.Skill Trident Z RGB 16 GB,DDR4-4400,2 x 8GB,8,18,0,219
ADATA XPG SPECTRIX D60G 16 GB,DDR4-3600,2 x 8GB,9,17,3,
Patriot Viper 4 32 GB,DDR4-3200,2 x 16GB,10,16,1,
Kingston FURY Beast 8 GB,DDR5-6000,1 x 8GB,13,40,1,
Corsair Dominator 8 GB,DDR3-1600,4 x 2GB,10,8,0,
Crucial CT25664BA1339A 2 GB,DDR3-1333,1 x 2GB,13,9,0,
Patriot Signature Premium 8 GB,DDR4-2666,2 x 4GB,14,19,2,
Corsair Vengeance RGB Pro 16 GB,DDR4-3200,2 x 8GB,10,16,0,
Corsair CMV16GX3M2A1333C9 16 GB,DDR3-1333,2 x 8GB,13,9,1,
G.Skill NT 8 GB,DDR4-2133,2 x 4GB,14,15,3,
Crucial Ballistix Sport LT 8 GB,DDR4-2400,2 x 4GB,13,16,23,
G.Skill Ripjaws V 16 GB,DDR4-3600,2 x 8GB,10,19,5,
Crucial Ballistix Sport LT 32 GB,DDR4-3200,2 x 16GB,10,16,5,
Crucial Ballistix MAX 32 GB,DDR4-4400,2 x 16GB,8,19,0,
G.Skill Trident Z Royal Elite 32 GB,DDR4-4800,2 x 16GB,8,20,0,
Lexar Hades OC 16 GB,DDR4-3200,1 x 16GB,11,18,0,
GeIL Polaris RGB 32 GB,DDR5-6000,2 x 16GB,12,38,0,
G.Skill Ripjaws M5 RGB 96 GB,DDR5-6400,2 x 48GB,10,32,1,
TEAMGROUP T-Force Vulcan 64 GB,DDR5-6400,2 x 32GB,10,34,1,
Corsair Vengeance Performance 16 GB,DDR4-2400,2 x 8GB,13,16,0,141.99
TEAMGROUP T-Force Xtreem 48 GB,DDR5-7600,2 x 24GB,9,36,0,
Silicon Power SP032GBLVU480F22 32 GB,DDR5-4800,2 x 16GB,16,40,0,
Corsair Vengeance 48 GB,DDR5-5200,2 x 24GB,14,38,1,627.99
G.Skill Ripjaws M5 RGB 32 GB,DDR5-6400,2 x 16GB,10,32,2,
G.Skill Sniper 8 GB,DDR3-2400,2 x 4GB,9,11,5,47.16
G.Skill Trident Z Neo 32 GB,DDR4-3200,2 x 16GB,10,16,7,
G.Skill Ares 8 GB,DDR3-2400,2 x 4GB,9,11,10,73.84
G.Skill Trident Z 8 GB,DDR4-2800,2 x 4GB,10,15,0,
TEAMGROUP T-Force Dark Za 16 GB,DDR4-3200,2 x 8GB,10,16,2,
Corsair Vengeance RGB Pro 64 GB,DDR4-3000,4 x 16GB,10,16,0,
G.Skill Sniper X 16 GB,DDR4-3600,2 x 8GB,10,19,0,
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB 32 GB,DDR5-6000,2 x 16GB,12,38,1,
Lexar Ares RGB 32 GB,DDR5-6000,2 x 16GB,11,34,3,
G.Skill Trident Z5 Royal Neo 48 GB,DDR5-6000,2 x 24GB,8,26,0,
PNY XLR8 4 GB,DDR2-1066,2 x 2GB,9,5,0,
G.Skill Ripjaws X 16 GB,DDR3-1600,4 x 4GB,11,9,0,
Crucial Ballistix Sport 8 GB,DDR4-2400,1 x 8GB,13,16,5,
TEAMGROUP Elite Plus 8 GB,DDR4-2400,1 x 8GB,13,16,2,
G.Skill Aegis 32 GB,DDR4-2400,2 x 16GB,12,15,0,
EVGA SuperSC 16 GB,DDR4-3200,2 x 8GB,10,16,7,
Kingston FURY 32 GB,DDR4-2400,2 x 16GB,12,15,2,
TEAMGROUP T-Force Delta RGB 8 GB,DDR4-3000,2 x 4GB,10,16,17,
Patriot Viper Steel 16 GB,DDR4-3733,2 x 8GB,9,17,3,
Corsair Vengeance LPX 64 GB,DDR4-3000,2 x 32GB,10,16,0,
GeIL SUPER LUCE RGB SYNC 16 GB,DDR4-3200,2 x 8GB,10,16,4,
