2026-05-17 00:00:56 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/aebcf.html
2026-05-17 00:02:34 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:02:34 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:02:34 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:02:34 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:02:34 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/aafxg.html
2026-05-17 00:02:36 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 35 1.4l'
2026-05-17 00:02:36 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: None
2026-05-17 00:02:36 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 35mm f/1.4 L VCM score=0.95
2026-05-17 00:02:36 | INFO     | ss_crawler | [lens_scraper] Matched [aafxg]: Canon_35mm_f_1.4_L_VCM (95% confidence)
2026-05-17 00:03:25 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/goxhg.html
2026-05-17 00:03:28 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:03:28 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:03:28 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:03:28 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:03:28 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/goxhg.html
2026-05-17 00:03:30 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 70-300 mm'
2026-05-17 00:03:30 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: EF
2026-05-17 00:03:30 | INFO     | ss_crawler | [lens_scraper] Detected focal: 70mm-300mm (from_model=True)
2026-05-17 00:03:30 | INFO     | ss_crawler | [lens_scraper] Using TITLE ONLY for matching: 'canon modelis: ef 70-300 mm...'
2026-05-17 00:03:30 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 70-300mm F4-5.6 IS USM score=1.35
2026-05-17 00:03:30 | INFO     | ss_crawler | [lens_scraper] Matched [goxhg]: Canon_70-300mm_F4-5.6_IS_USM (100% confidence)
2026-05-17 00:04:45 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bkhndn.html
2026-05-17 00:05:02 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:05:03 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:05:03 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:05:03 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:05:03 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bkhndn.html
2026-05-17 00:05:04 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 85 f1, 8'
2026-05-17 00:05:04 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: None
2026-05-17 00:05:04 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 85mm F1.4L IS USM score=0.80
2026-05-17 00:05:04 | INFO     | ss_crawler | [lens_scraper] Matched [bkhndn]: Canon_85mm_F1.4L_IS_USM (80% confidence)
2026-05-17 00:06:58 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:07:01 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:07:01 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:07:01 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:07:01 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:07:01 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:07:04 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 24 1, 4lii'
2026-05-17 00:07:04 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: EF
2026-05-17 00:07:04 | INFO     | ss_crawler | [lens_scraper] Detected focal: 24mm (from_model=True)
2026-05-17 00:07:04 | INFO     | ss_crawler | [lens_scraper] Using TITLE ONLY for matching: 'canon modelis: ef 24 1, 4lii...'
2026-05-17 00:07:04 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 24mm F2.8 IS USM score=1.05
2026-05-17 00:07:04 | INFO     | ss_crawler | [lens_scraper] Matched [bhnnxk]: Canon_24mm_F2.8_IS_USM (100% confidence)
2026-05-17 00:07:32 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:07:35 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:07:35 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:07:35 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:07:35 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:07:35 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:07:38 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 24 1, 4lii'
2026-05-17 00:07:38 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: EF
2026-05-17 00:07:38 | INFO     | ss_crawler | [lens_scraper] Detected focal: 24mm (from_model=True)
2026-05-17 00:07:38 | INFO     | ss_crawler | [lens_scraper] Using TITLE ONLY for matching: 'canon modelis: ef 24 1, 4lii...'
2026-05-17 00:07:38 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 24mm F2.8 IS USM score=1.05
2026-05-17 00:07:38 | INFO     | ss_crawler | [lens_scraper] Matched [bhnnxk]: Canon_24mm_F2.8_IS_USM (100% confidence)
2026-05-17 00:07:52 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:09:06 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:09:09 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:09:09 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:09:09 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:09:10 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:09:10 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:09:13 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 24 1, 4lii'
2026-05-17 00:09:13 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: EF
2026-05-17 00:09:13 | INFO     | ss_crawler | [lens_scraper] Detected focal: 24mm (from_model=True)
2026-05-17 00:09:13 | INFO     | ss_crawler | [lens_scraper] Using TITLE ONLY for matching: 'canon modelis: ef 24 1, 4lii...'
2026-05-17 00:09:13 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 24mm F2.8 IS USM score=1.05
2026-05-17 00:09:13 | INFO     | ss_crawler | [lens_scraper] Matched [bhnnxk]: Canon_24mm_F2.8_IS_USM (100% confidence)
2026-05-17 00:09:37 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:09:41 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:09:41 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:09:41 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:09:41 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:09:41 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 24 1, 4lii'
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: EF
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] Detected focal: 24mm (from_model=True)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] Using TITLE ONLY for matching: 'canon modelis: ef 24 1, 4lii...'
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm F1.4L II USM F1.4 score=0.40 focal_match=(24==24 and None==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm F2.8 IS USM F2.8 score=1.05 focal_match=(24==24 and None==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm F3.5L II TS-E F3.5 score=0.40 focal_match=(24==24 and None==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-70mm F2.8L II USM F2.8 score=0.15 focal_match=(24==24 and 70==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-70mm F4L IS USM F4 score=0.80 focal_match=(24==24 and 70==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm F3.5-5.6 IS STM F3.5 score=0.80 focal_match=(24==24 and 105==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm F4L IS USM F4 score=0.80 focal_match=(24==24 and 105==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm F4L IS USM II F4 score=0.15 focal_match=(24==24 and 105==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm F2.8 STM F2.8 score=0.70 focal_match=(24==24 and None==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm f/1.8 Macro IS STM F1.8 score=0.80 focal_match=(24==24 and None==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm f/1.4 L VCM F1.4 score=0.80 focal_match=(24==24 and None==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-70mm f/2.8 L IS USM F2.8 score=0.55 focal_match=(24==24 and 70==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm f/2.8 L IS USM Z F2.8 score=0.55 focal_match=(24==24 and 105==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm f/4 L IS USM F4 score=0.55 focal_match=(24==24 and 105==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm f/4-7.1 IS STM F4 score=0.55 focal_match=(24==24 and 105==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-240mm f/4-6.3 IS USM F(4 score=0.55 focal_match=(24==24 and 240==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-50mm f/4.5-6.3 IS STM F4.5 score=0.55 focal_match=(24==24 and 50==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-70mm F2.8L USM F2.8 score=0.80 focal_match=(24==24 and 70==None)
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 24mm F2.8 IS USM score=1.05
2026-05-17 00:09:44 | INFO     | ss_crawler | [lens_scraper] Matched [bhnnxk]: Canon_24mm_F2.8_IS_USM (100% confidence)
2026-05-17 00:10:31 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:10:33 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:10:33 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:10:33 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:10:33 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:10:33 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 24 1, 4lii'
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: EF
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] Detected focal: 24mm (from_model=True)
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] Using TITLE ONLY for matching: 'canon modelis: ef 24 1, 4lii...'
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm F1.4L II USM F1.4 focal=(24,None) detected=(24,None) score=0.40
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm F2.8 IS USM F2.8 focal=(24,None) detected=(24,None) score=1.05
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm F3.5L II TS-E F3.5 focal=(24,None) detected=(24,None) score=0.40
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-70mm F2.8L II USM F2.8 focal=(24,70) detected=(24,None) score=0.15
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-70mm F4L IS USM F4 focal=(24,70) detected=(24,None) score=0.80
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm F3.5-5.6 IS STM F3.5 focal=(24,105) detected=(24,None) score=0.80
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm F4L IS USM F4 focal=(24,105) detected=(24,None) score=0.80
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm F4L IS USM II F4 focal=(24,105) detected=(24,None) score=0.15
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm F2.8 STM F2.8 focal=(24,None) detected=(24,None) score=0.70
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm f/1.8 Macro IS STM F1.8 focal=(24,None) detected=(24,None) score=0.80
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24mm f/1.4 L VCM F1.4 focal=(24,None) detected=(24,None) score=0.80
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-70mm f/2.8 L IS USM F2.8 focal=(24,70) detected=(24,None) score=0.55
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm f/2.8 L IS USM Z F2.8 focal=(24,105) detected=(24,None) score=0.55
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm f/4 L IS USM F4 focal=(24,105) detected=(24,None) score=0.55
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-105mm f/4-7.1 IS STM F4 focal=(24,105) detected=(24,None) score=0.55
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-240mm f/4-6.3 IS USM F(4 focal=(24,240) detected=(24,None) score=0.55
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-50mm f/4.5-6.3 IS STM F4.5 focal=(24,50) detected=(24,None) score=0.55
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] CANON 24MM: 24-70mm F2.8L USM F2.8 focal=(24,70) detected=(24,None) score=0.80
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 24mm F2.8 IS USM score=1.05
2026-05-17 00:10:36 | INFO     | ss_crawler | [lens_scraper] Matched [bhnnxk]: Canon_24mm_F2.8_IS_USM (100% confidence)
2026-05-17 00:12:24 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:12:26 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:12:26 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:12:26 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:12:26 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:12:26 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:12:29 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 24 1, 4lii'
2026-05-17 00:12:29 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: EF
2026-05-17 00:12:29 | INFO     | ss_crawler | [lens_scraper] Detected focal: 24mm (from_model=True)
2026-05-17 00:12:29 | INFO     | ss_crawler | [lens_scraper] Using TITLE ONLY for matching: 'canon modelis: ef 24 1, 4lii...'
2026-05-17 00:12:29 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 24mm F2.8 IS USM score=1.35
2026-05-17 00:12:29 | INFO     | ss_crawler | [lens_scraper] Matched [bhnnxk]: Canon_24mm_F2.8_IS_USM (100% confidence)
2026-05-17 00:12:42 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:12:46 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:12:46 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:12:46 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:12:46 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:12:46 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 24 1, 4lii'
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: EF
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] Detected focal: 24mm (from_model=True)
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] Using TITLE ONLY for matching: 'canon modelis: ef 24 1, 4lii...'
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24mm F1.4L II USM F1.4 focal_score=0.65 total=0.85
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24mm F2.8 IS USM F2.8 focal_score=0.65 total=1.35
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24mm F3.5L II TS-E F3.5 focal_score=0.65 total=0.70
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-70mm F2.8L II USM F2.8 focal_score=0.10 total=0.15
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-70mm F4L IS USM F4 focal_score=0.10 total=0.80
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-105mm F3.5-5.6 IS STM F3.5 focal_score=0.10 total=0.80
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-105mm F4L IS USM F4 focal_score=0.10 total=0.80
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-105mm F4L IS USM II F4 focal_score=0.10 total=0.15
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24mm F2.8 STM F2.8 focal_score=0.65 total=1.00
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24mm f/1.8 Macro IS STM F1.8 focal_score=0.65 total=1.10
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24mm f/1.4 L VCM F1.4 focal_score=0.65 total=1.25
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-70mm f/2.8 L IS USM F2.8 focal_score=0.10 total=0.55
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-105mm f/2.8 L IS USM Z F2.8 focal_score=0.10 total=0.55
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-105mm f/4 L IS USM F4 focal_score=0.10 total=0.55
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-105mm f/4-7.1 IS STM F4 focal_score=0.10 total=0.55
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-240mm f/4-6.3 IS USM F(4 focal_score=0.10 total=0.55
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-50mm f/4.5-6.3 IS STM F4.5 focal_score=0.10 total=0.55
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] CANON 24: 24-70mm F2.8L USM F2.8 focal_score=0.10 total=0.80
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] BEST MATCH: 24mm F2.8 IS USM score=1.35
2026-05-17 00:12:48 | INFO     | ss_crawler | [lens_scraper] Matched [bhnnxk]: Canon_24mm_F2.8_IS_USM (100% confidence)
2026-05-17 00:27:18 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:27:22 | INFO     | ss_crawler | [lens_scraper] Initializing Lens scraper...
2026-05-17 00:27:22 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-17 00:27:22 | INFO     | ss_crawler | [lens_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-17 00:27:22 | INFO     | ss_crawler | [lens_scraper] Loaded 481 lens references
2026-05-17 00:27:22 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/photo-optics/objectives/bhnnxk.html
2026-05-17 00:27:24 | INFO     | ss_crawler | [lens_scraper] MODEL EXTRACTED: 'ef 24 1, 4lii'
2026-05-17 00:27:24 | INFO     | ss_crawler | [lens_scraper] MOUNT DETECT: EF
2026-05-17 00:27:24 | INFO     | ss_crawler | [lens_scraper] Detected focal: 24mm (from_model=True)
