2026-07-07 15:04:08 | INFO     | ss_crawler | [ram_scraper] Initializing RAM scraper...
2026-07-07 15:53:42 | INFO     | ss_crawler | [ram_scraper] ✨ fnbnn: New
2026-07-07 15:53:42 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/loxdn.html
2026-07-07 15:53:44 | INFO     | ss_crawler | [ram_scraper] Matched loxdn: Crucial Sport LT 16 GB (100% confidence)
2026-07-07 15:53:44 | INFO     | ss_crawler | [ram_scraper] ✨ loxdn: New
2026-07-07 15:53:44 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/dofok.html
2026-07-07 16:02:37 | INFO     | ss_crawler | [ram_scraper] Initializing RAM scraper...
2026-07-07 16:02:37 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-07-07 16:02:37 | INFO     | ss_crawler | [ram_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-07-07 16:02:38 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-07-07 16:02:38 | INFO     | ss_crawler | [ram_scraper] Loaded 5284 RAM references
2026-07-07 16:02:38 | INFO     | ss_crawler | [ram_scraper] Starting RAM scraper from https://www.ss.com/lv/electronics/computers/completing-pc/ram/
2026-07-07 16:02:38 | INFO     | ss_crawler | [ram_scraper] Fetching page 1: https://www.ss.com/lv/electronics/computers/completing-pc/ram/
2026-07-07 16:02:38 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/lv/electronics/computers/completing-pc/ram/
2026-07-07 16:02:41 | INFO     | ss_crawler | [ram_scraper] Found 32 listings on page 1, 32 new
2026-07-07 16:02:41 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bkchfc.html
2026-07-07 16:02:44 | INFO     | ss_crawler | [ram_scraper] Matched bkchfc: SK Hynix HMT41GU6MFR8C-PB 8 GB (100% confidence)
2026-07-07 16:02:44 | INFO     | ss_crawler | [ram_scraper] 💰 bkchfc: Updated (content)
2026-07-07 16:02:44 | INFO     | ss_crawler | [image_downloader] Downloaded image for bkchfc (stored as bkchfc_bc5d8962.jpg, 7894 bytes)
2026-07-07 16:02:44 | INFO     | ss_crawler | [ram_scraper] Image updated: rams\bkchfc_bc5d8962.jpg
2026-07-07 16:02:44 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bkchfc.html
2026-07-07 16:02:45 | INFO     | ss_crawler | [ram_scraper] Matched bkchfc: SK Hynix HMT41GU6MFR8C-PB 8 GB (100% confidence)
2026-07-07 16:02:45 | INFO     | ss_crawler | [ram_scraper] 💰 bkchfc: Updated (content)
2026-07-07 16:02:45 | INFO     | ss_crawler | [ram_scraper] Image updated: rams\bkchfc_bc5d8962.jpg
2026-07-07 16:02:45 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bkchfc.html
2026-07-07 16:02:49 | INFO     | ss_crawler | [ram_scraper] Matched bkchfc: SK Hynix HMT41GU6MFR8C-PB 8 GB (100% confidence)
2026-07-07 16:02:49 | INFO     | ss_crawler | [ram_scraper] 💰 bkchfc: Updated (content)
2026-07-07 16:02:49 | INFO     | ss_crawler | [ram_scraper] Image updated: rams\bkchfc_bc5d8962.jpg
2026-07-07 16:02:49 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fifdl.html
2026-07-07 16:02:51 | INFO     | ss_crawler | [ram_scraper] Matched fifdl: TEAMGROUP Elite Plus 16 GB (100% confidence)
2026-07-07 16:02:51 | INFO     | ss_crawler | [ram_scraper] 💰 fifdl: Updated (content)
2026-07-07 16:02:51 | INFO     | ss_crawler | [image_downloader] Downloaded image for fifdl (stored as fifdl_b7dbdb3e.jpg, 3107 bytes)
2026-07-07 16:02:51 | INFO     | ss_crawler | [ram_scraper] Image updated: rams\fifdl_b7dbdb3e.jpg
2026-07-07 16:02:51 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/djllh.html
2026-07-07 16:02:53 | INFO     | ss_crawler | [ram_scraper] Matched djllh: Corsair Vengeance RGB Pro 32 GB (100% confidence)
2026-07-07 16:02:53 | INFO     | ss_crawler | [ram_scraper] 💰 djllh: Updated (content)
2026-07-07 16:02:53 | INFO     | ss_crawler | [image_downloader] Downloaded image for djllh (stored as djllh_ad1b5e47.jpg, 5406 bytes)
2026-07-07 16:02:53 | INFO     | ss_crawler | [ram_scraper] Image updated: rams\djllh_ad1b5e47.jpg
2026-07-07 16:02:53 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fnbnn.html
2026-07-07 16:02:55 | INFO     | ss_crawler | [ram_scraper] Matched fnbnn: SK Hynix hma81gu6cjr8n-vk 8 GB (100% confidence)
2026-07-07 16:02:55 | INFO     | ss_crawler | [ram_scraper] ⏸️ fnbnn: Unchanged
2026-07-07 16:02:55 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/loxdn.html
2026-07-07 16:02:58 | INFO     | ss_crawler | [ram_scraper] Matched loxdn: Crucial Sport LT 16 GB (100% confidence)
2026-07-07 16:02:58 | INFO     | ss_crawler | [ram_scraper] ⏸️ loxdn: Unchanged
2026-07-07 16:02:58 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/dofok.html
2026-07-07 16:03:01 | INFO     | ss_crawler | [ram_scraper] Matched dofok: Kingston FURY Beast 64 GB (100% confidence)
2026-07-07 16:03:01 | INFO     | ss_crawler | [ram_scraper] ✨ dofok: New
2026-07-07 16:03:01 | INFO     | ss_crawler | [image_downloader] Downloaded image for dofok (stored as dofok_663117dc.jpg, 4258 bytes)
2026-07-07 16:03:01 | INFO     | ss_crawler | [ram_scraper] Image saved locally: rams\dofok_663117dc.jpg
2026-07-07 16:03:01 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/ebgcp.html
2026-07-07 16:03:05 | INFO     | ss_crawler | [ram_scraper] Matched ebgcp: G.Skill Trident Z5 64 GB (100% confidence)
2026-07-07 16:03:05 | INFO     | ss_crawler | [ram_scraper] ✨ ebgcp: New
2026-07-07 16:03:05 | INFO     | ss_crawler | [image_downloader] Downloaded image for ebgcp (stored as ebgcp_20bc1f45.jpg, 4582 bytes)
2026-07-07 16:03:05 | INFO     | ss_crawler | [ram_scraper] Image saved locally: rams\ebgcp_20bc1f45.jpg
2026-07-07 16:03:05 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/mofxd.html
2026-07-07 16:03:07 | INFO     | ss_crawler | [ram_scraper] Matched mofxd: Corsair ValueSelect 4 GB (100% confidence)
2026-07-07 16:03:07 | INFO     | ss_crawler | [ram_scraper] 💰 mofxd: Updated (title, description, location, match)
2026-07-07 16:14:23 | INFO     | ss_crawler | [image_downloader] Downloaded image for bkchfc (stored as bkchfc_d8f60304.jpg, 184134 bytes)
2026-07-07 16:25:11 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-07-07 16:25:11 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bjhhn.html
2026-07-07 16:25:13 | INFO     | ss_crawler | [image_downloader] Downloaded image for bjhhn (stored as bjhhn_2d31c650.jpg, 72479 bytes)
2026-07-07 16:25:14 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bkchfc.html
2026-07-07 16:25:16 | INFO     | ss_crawler | [image_downloader] Downloaded image for bkchfc (stored as bkchfc_d8f60304.jpg, 184134 bytes)
2026-07-07 16:25:17 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bknxjn.html
2026-07-07 16:25:20 | INFO     | ss_crawler | [image_downloader] Downloaded image for bknxjn (stored as bknxjn_c256ca8f.jpg, 89318 bytes)
2026-07-07 16:25:21 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bxbidg.html
2026-07-07 16:25:24 | INFO     | ss_crawler | [image_downloader] Downloaded image for bxbidg (stored as bxbidg_881e34d8.jpg, 110446 bytes)
2026-07-07 16:25:25 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bxcbjc.html
2026-07-07 16:25:26 | INFO     | ss_crawler | [image_downloader] Downloaded image for bxcbjc (stored as bxcbjc_c7abd1f2.jpg, 101957 bytes)
2026-07-07 16:25:27 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bxccni.html
2026-07-07 16:25:30 | INFO     | ss_crawler | [image_downloader] Downloaded image for bxccni (stored as bxccni_64bb872b.jpg, 95279 bytes)
2026-07-07 16:25:31 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bxccnk.html
2026-07-07 16:25:34 | INFO     | ss_crawler | [image_downloader] Downloaded image for bxccnk (stored as bxccnk_f0c1574c.jpg, 68229 bytes)
2026-07-07 16:25:35 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bxcmgk.html
2026-07-07 16:25:37 | INFO     | ss_crawler | [image_downloader] Downloaded image for bxcmgk (stored as bxcmgk_a61def44.jpg, 143076 bytes)
2026-07-07 16:25:38 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/bxxlep.html
2026-07-07 16:25:42 | INFO     | ss_crawler | [image_downloader] Downloaded image for bxxlep (stored as bxxlep_43fcba8b.jpg, 144109 bytes)
2026-07-07 16:25:43 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/cglhbo.html
2026-07-07 16:25:46 | INFO     | ss_crawler | [image_downloader] Downloaded image for cglhbo (stored as cglhbo_59ce4f19.jpg, 146725 bytes)
2026-07-07 16:25:47 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/cglhgl.html
2026-07-07 16:25:50 | INFO     | ss_crawler | [image_downloader] Downloaded image for cglhgl (stored as cglhgl_97375333.jpg, 82237 bytes)
2026-07-07 16:25:51 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/cglhng.html
2026-07-07 16:25:54 | INFO     | ss_crawler | [image_downloader] Downloaded image for cglhng (stored as cglhng_4f0289b0.jpg, 71864 bytes)
2026-07-07 16:25:55 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/cglhnh.html
2026-07-07 16:25:57 | INFO     | ss_crawler | [image_downloader] Downloaded image for cglhnh (stored as cglhnh_87e946d9.jpg, 87462 bytes)
2026-07-07 16:25:58 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/cglhop.html
2026-07-07 16:26:02 | INFO     | ss_crawler | [image_downloader] Downloaded image for cglhop (stored as cglhop_dba993ac.jpg, 185140 bytes)
2026-07-07 16:26:03 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/cglidn.html
2026-07-07 16:26:05 | INFO     | ss_crawler | [image_downloader] Downloaded image for cglidn (stored as cglidn_881e34d8.jpg, 110446 bytes)
2026-07-07 16:26:06 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/cmkcx.html
2026-07-07 16:26:08 | INFO     | ss_crawler | [image_downloader] Trying fallback image URL for cmkcx: https://i.ss.com/gallery/7/1207/301580/computers-completing-pc-ram-60315840.t.jpg
2026-07-07 16:26:08 | WARNING  | ss_crawler | [image_downloader] Image too small for cmkcx (49 bytes), skipping save
2026-07-07 16:26:09 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/dgedj.html
2026-07-07 16:26:12 | INFO     | ss_crawler | [image_downloader] Downloaded image for dgedj (stored as dgedj_743dbf8f.jpg, 148614 bytes)
2026-07-07 16:26:13 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/didxx.html
2026-07-07 16:26:16 | INFO     | ss_crawler | [image_downloader] Downloaded image for didxx (stored as didxx_0a3d0dc7.jpg, 161239 bytes)
2026-07-07 16:26:17 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/dihnh.html
2026-07-07 16:26:19 | INFO     | ss_crawler | [image_downloader] Downloaded image for dihnh (stored as dihnh_0667599f.jpg, 96930 bytes)
2026-07-07 16:26:20 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/djcho.html
2026-07-07 16:26:22 | INFO     | ss_crawler | [image_downloader] Trying fallback image URL for djcho: https://i.ss.com/gallery/7/1300/324875/computers-completing-pc-ram-64974866.t.jpg
2026-07-07 16:26:22 | WARNING  | ss_crawler | [image_downloader] Image too small for djcho (49 bytes), skipping save
2026-07-07 16:26:23 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/djllh.html
2026-07-07 16:26:26 | INFO     | ss_crawler | [image_downloader] Downloaded image for djllh (stored as djllh_7d941c3a.jpg, 133961 bytes)
2026-07-07 16:26:27 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/dnkhg.html
2026-07-07 16:26:29 | INFO     | ss_crawler | [image_downloader] Downloaded image for dnkhg (stored as dnkhg_7689ad32.jpg, 121685 bytes)
2026-07-07 16:26:30 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/dnlmk.html
2026-07-07 16:26:33 | INFO     | ss_crawler | [image_downloader] Downloaded image for dnlmk (stored as dnlmk_881e34d8.jpg, 110446 bytes)
2026-07-07 16:26:34 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/dofok.html
2026-07-07 16:26:37 | INFO     | ss_crawler | [image_downloader] Downloaded image for dofok (stored as dofok_82dfa3d7.jpg, 64660 bytes)
2026-07-07 16:26:38 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/dpmnf.html
2026-07-07 16:26:40 | INFO     | ss_crawler | [image_downloader] Downloaded image for dpmnf (stored as dpmnf_6ebe3a17.jpg, 97725 bytes)
2026-07-07 16:26:41 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/ebgcp.html
2026-07-07 16:26:43 | INFO     | ss_crawler | [image_downloader] Downloaded image for ebgcp (stored as ebgcp_a1aa0534.jpg, 70333 bytes)
2026-07-07 16:26:44 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/edome.html
2026-07-07 16:26:47 | INFO     | ss_crawler | [image_downloader] Downloaded image for edome (stored as edome_3492d2d1.jpg, 79627 bytes)
2026-07-07 16:26:48 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/eelde.html
2026-07-07 16:26:50 | INFO     | ss_crawler | [image_downloader] Downloaded image for eelde (stored as eelde_5cff496b.jpg, 49293 bytes)
2026-07-07 16:26:51 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/eiife.html
2026-07-07 16:26:55 | INFO     | ss_crawler | [image_downloader] Downloaded image for eiife (stored as eiife_ad1cedeb.jpg, 103223 bytes)
2026-07-07 16:26:56 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/ekdfi.html
2026-07-07 16:26:57 | INFO     | ss_crawler | [image_downloader] Downloaded image for ekdfi (stored as ekdfi_509f1741.jpg, 83294 bytes)
2026-07-07 16:26:58 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/elimx.html
2026-07-07 16:27:00 | INFO     | ss_crawler | [image_downloader] Downloaded image for elimx (stored as elimx_924328fc.jpg, 206149 bytes)
2026-07-07 16:27:01 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/eogkn.html
2026-07-07 16:27:03 | INFO     | ss_crawler | [image_downloader] Downloaded image for eogkn (stored as eogkn_dd53a32b.jpg, 91984 bytes)
2026-07-07 16:27:04 | INFO     | ss_crawler | [crawler] Fetching : https://www.facebook.com/marketplace/item/1462640088732744/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab187ae07-ca4e-42f3-9568-9cfe90c53549
2026-07-07 16:27:05 | WARNING  | ss_crawler | [crawler] ⚠ Retryable error 400, waiting 1s...
2026-07-07 16:27:06 | WARNING  | ss_crawler | [crawler] ⚠ Retryable error 400, waiting 2s...
2026-07-07 16:27:09 | WARNING  | ss_crawler | [crawler] ⚠ Retryable error 400, waiting 4s...
2026-07-07 16:27:13 | WARNING  | ss_crawler | [crawler] ⚠ Retryable error 400, waiting 8s...
2026-07-07 16:27:21 | ERROR    | ss_crawler | [crawler] ✗ Max retries exceeded for https://www.facebook.com/marketplace/item/1462640088732744/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3Ab187ae07-ca4e-42f3-9568-9cfe90c53549
2026-07-07 16:27:21 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fcbce.html
2026-07-07 16:27:24 | INFO     | ss_crawler | [image_downloader] Downloaded image for fcbce (stored as fcbce_7a6ef93b.jpg, 97493 bytes)
2026-07-07 16:27:25 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fclff.html
2026-07-07 16:27:27 | INFO     | ss_crawler | [image_downloader] Downloaded image for fclff (stored as fclff_05c644ad.jpg, 101580 bytes)
2026-07-07 16:27:28 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fgjpj.html
2026-07-07 16:27:31 | INFO     | ss_crawler | [image_downloader] Downloaded image for fgjpj (stored as fgjpj_275495c6.jpg, 124173 bytes)
2026-07-07 16:27:32 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fifdl.html
2026-07-07 16:27:34 | INFO     | ss_crawler | [image_downloader] Downloaded image for fifdl (stored as fifdl_64259688.jpg, 128474 bytes)
2026-07-07 16:27:35 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fifie.html
2026-07-07 16:27:39 | INFO     | ss_crawler | [image_downloader] Downloaded image for fifie (stored as fifie_f1a02226.jpg, 61370 bytes)
2026-07-07 16:27:40 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fkneo.html
2026-07-07 16:27:42 | INFO     | ss_crawler | [image_downloader] Downloaded image for fkneo (stored as fkneo_0465d66f.jpg, 134656 bytes)
2026-07-07 16:27:43 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fmfpe.html
2026-07-07 16:27:46 | INFO     | ss_crawler | [image_downloader] Downloaded image for fmfpe (stored as fmfpe_6a8c230b.jpg, 123449 bytes)
2026-07-07 16:27:47 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fnbnn.html
2026-07-07 16:27:49 | INFO     | ss_crawler | [image_downloader] Downloaded image for fnbnn (stored as fnbnn_09f30edf.jpg, 156587 bytes)
2026-07-07 16:27:50 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/fnlfe.html
2026-07-07 16:27:52 | INFO     | ss_crawler | [image_downloader] Downloaded image for fnlfe (stored as fnlfe_ae2740d9.jpg, 82294 bytes)
2026-07-07 16:27:53 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/gbebc.html
2026-07-07 16:27:56 | INFO     | ss_crawler | [image_downloader] Downloaded image for gbebc (stored as gbebc_5b0a1013.jpg, 87483 bytes)
2026-07-07 16:27:57 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/gfhpj.html
2026-07-07 16:28:00 | INFO     | ss_crawler | [image_downloader] Downloaded image for gfhpj (stored as gfhpj_80ab5ec0.jpg, 39204 bytes)
2026-07-07 16:28:01 | INFO     | ss_crawler | [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ram/gncij.html
