2026-04-19 00:19:25 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:08:28 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:08:32 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:08:32 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:08:32 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:08:33 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:08:33 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:08:33 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:08:33 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:08:33 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:08:33 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:08:33 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fekmo.html
2026-04-19 01:08:33 | INFO     | ss_crawler | [crawler] [crawler] Fetching single CPU listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fekmo.html
2026-04-19 01:09:37 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:09:37 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:09:37 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:09:37 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:09:37 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:09:37 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:09:37 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:09:38 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:09:38 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:09:38 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bopgon.html
2026-04-19 01:09:38 | INFO     | ss_crawler | [crawler] [crawler] Fetching single CPU listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bopgon.html
2026-04-19 01:09:41 | INFO     | ss_crawler | [repository] [repository] New listing created: bopgon
2026-04-19 01:10:19 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:10:19 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:10:19 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:10:19 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:10:19 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:10:19 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:10:19 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:10:19 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:10:19 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:10:19 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mjflp.html
2026-04-19 01:10:19 | INFO     | ss_crawler | [crawler] [crawler] Fetching single CPU listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mjflp.html
2026-04-19 01:10:22 | INFO     | ss_crawler | [repository] [repository] New listing created: mjflp
2026-04-19 01:10:52 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:10:52 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:10:52 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:10:53 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:10:53 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:10:53 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:10:53 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:10:53 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:10:53 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:10:53 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bopfhd.html
2026-04-19 01:10:53 | INFO     | ss_crawler | [crawler] [crawler] Fetching single CPU listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bopfhd.html
2026-04-19 01:10:56 | INFO     | ss_crawler | [repository] [repository] New listing created: bopfhd
2026-04-19 01:13:33 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:15:21 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:15:21 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:15:21 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:15:21 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:15:21 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:15:21 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:15:21 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:15:22 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:15:22 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:15:22 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:15:22 | INFO     | ss_crawler | [crawler] [crawler] Fetching single CPU listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:15:24 | INFO     | ss_crawler | [repository] [repository] New listing created: lomkj
2026-04-19 01:20:53 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:22:26 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:22:26 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:22:26 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:22:26 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:22:26 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:22:26 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:22:26 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:22:27 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:22:27 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:22:27 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:22:27 | INFO     | ss_crawler | [crawler] [crawler] Fetching single CPU listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:23:43 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:23:54 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:23:54 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:23:54 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:23:54 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:23:54 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:23:54 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:23:54 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:23:55 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:23:55 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:23:55 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:23:55 | INFO     | ss_crawler | [crawler] [crawler] Fetching single CPU listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:27:28 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:27:29 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:27:29 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:27:29 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:27:29 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:27:29 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:27:29 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:27:29 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:27:29 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:27:29 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:27:29 | INFO     | ss_crawler | [crawler] [crawler] Fetching single CPU listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:28:00 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:28:00 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:28:00 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:28:00 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:28:00 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:28:00 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:28:00 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:28:01 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-04-19 01:28:01 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Loaded 5320 CPU references
2026-04-19 01:28:01 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Single URL mode: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:28:01 | INFO     | ss_crawler | [crawler] [crawler] Fetching single CPU listing: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lomkj.html
2026-04-19 01:29:05 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Initializing CPU scraper...
2026-04-19 01:29:05 | INFO     | ss_crawler | [database] [database] Database connected: localhost:5433/ss_market
2026-04-19 01:29:05 | INFO     | ss_crawler | [cpu_scraper] [cpu_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-04-19 01:29:05 | INFO     | ss_crawler | [cpu_matcher] [cpu_matcher] CPUMatcher initialized with 5320 CPUs
