2026-05-13 07:34:39 | INFO     | ss_crawler | [cpu_scraper] Initializing CPU scraper...
2026-05-13 07:34:57 | INFO     | ss_crawler | [repository] ✨ hdkkj: New - Intel Core i5-6500
2026-05-13 07:34:57 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:34:57 | INFO     | ss_crawler | [crawler] Fetching CPU listing 7/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hxnom.html
2026-05-13 07:35:00 | INFO     | ss_crawler | [repository] ✨ hxnom: New - Intel Core i5-8500
2026-05-13 07:35:00 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:00 | INFO     | ss_crawler | [crawler] Fetching CPU listing 8/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pldnj.html
2026-05-13 07:35:03 | INFO     | ss_crawler | [repository] ✨ pldnj: New
2026-05-13 07:35:03 | INFO     | ss_crawler | [cpu_scraper] UNMATCHED: No CPU match found
2026-05-13 07:35:03 | INFO     | ss_crawler | [crawler] Fetching CPU listing 9/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/boondo.html
2026-05-13 07:35:06 | INFO     | ss_crawler | [repository] ✨ boondo: New - Intel Core i7-4930K
2026-05-13 07:35:06 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:06 | INFO     | ss_crawler | [crawler] Fetching CPU listing 10/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bclopx.html
2026-05-13 07:35:09 | INFO     | ss_crawler | [repository] ✨ bclopx: New - Intel Core i3-4130
2026-05-13 07:35:09 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:09 | INFO     | ss_crawler | [crawler] Fetching CPU listing 11/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pkocm.html
2026-05-13 07:35:11 | INFO     | ss_crawler | [repository] ✨ pkocm: New
2026-05-13 07:35:11 | INFO     | ss_crawler | [cpu_scraper] UNMATCHED: No CPU match found
2026-05-13 07:35:11 | INFO     | ss_crawler | [crawler] Fetching CPU listing 12/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/ppkkx.html
2026-05-13 07:35:13 | INFO     | ss_crawler | [repository] ✨ ppkkx: New - Intel Celeron @ 1.30GHz
2026-05-13 07:35:13 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:13 | INFO     | ss_crawler | [crawler] Fetching CPU listing 13/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pmfxj.html
2026-05-13 07:35:16 | INFO     | ss_crawler | [repository] ✨ pmfxj: New
2026-05-13 07:35:16 | INFO     | ss_crawler | [cpu_scraper] UNMATCHED: No CPU match found
2026-05-13 07:35:16 | INFO     | ss_crawler | [crawler] Fetching CPU listing 14/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/phgdg.html
2026-05-13 07:35:18 | INFO     | ss_crawler | [repository] ✨ phgdg: New
2026-05-13 07:35:18 | INFO     | ss_crawler | [cpu_scraper] UNMATCHED: No CPU match found
2026-05-13 07:35:18 | INFO     | ss_crawler | [crawler] Fetching CPU listing 15/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/glioi.html
2026-05-13 07:35:21 | INFO     | ss_crawler | [repository] ✨ glioi: New - Intel Core i9-9900K
2026-05-13 07:35:21 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:21 | INFO     | ss_crawler | [crawler] Fetching CPU listing 16/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/ddodf.html
2026-05-13 07:35:23 | INFO     | ss_crawler | [repository] ✨ ddodf: New
2026-05-13 07:35:23 | INFO     | ss_crawler | [cpu_scraper] UNMATCHED: No CPU match found
2026-05-13 07:35:23 | INFO     | ss_crawler | [crawler] Fetching CPU listing 17/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hgbnd.html
2026-05-13 07:35:26 | INFO     | ss_crawler | [repository] ✨ hgbnd: New - Intel Core i5-7400
2026-05-13 07:35:26 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:26 | INFO     | ss_crawler | [crawler] Fetching CPU listing 18/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pmfbx.html
2026-05-13 07:35:27 | INFO     | ss_crawler | [repository] ✨ pmfbx: New - Intel Core i3-10105F
2026-05-13 07:35:27 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:27 | INFO     | ss_crawler | [crawler] Fetching CPU listing 19/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hxohf.html
2026-05-13 07:35:30 | INFO     | ss_crawler | [repository] ✨ hxohf: New - Intel Core i5-4590
2026-05-13 07:35:30 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:30 | INFO     | ss_crawler | [crawler] Fetching CPU listing 20/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bopgmk.html
2026-05-13 07:35:33 | INFO     | ss_crawler | [repository] ✨ bopgmk: New - Intel Core i5-6400
2026-05-13 07:35:33 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:33 | INFO     | ss_crawler | [crawler] Fetching CPU listing 21/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bkxjh.html
2026-05-13 07:35:36 | INFO     | ss_crawler | [repository] ✨ bkxjh: New - Intel Core i3-8100
2026-05-13 07:35:36 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:36 | INFO     | ss_crawler | [crawler] Fetching CPU listing 22/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/geine.html
2026-05-13 07:35:38 | INFO     | ss_crawler | [repository] ✨ geine: New - AMD Ryzen 5 3400G
2026-05-13 07:35:38 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:38 | INFO     | ss_crawler | [crawler] Fetching CPU listing 23/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/ffcbk.html
2026-05-13 07:35:40 | INFO     | ss_crawler | [repository] ✨ ffcbk: New - Intel Core i5-12400
2026-05-13 07:35:40 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:40 | INFO     | ss_crawler | [crawler] Fetching CPU listing 24/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/ppkkp.html
2026-05-13 07:35:43 | INFO     | ss_crawler | [repository] ✨ ppkkp: New - Intel Core i5-7400
2026-05-13 07:35:43 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:43 | INFO     | ss_crawler | [crawler] Fetching CPU listing 25/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/encfi.html
2026-05-13 07:35:46 | INFO     | ss_crawler | [repository] ✨ encfi: New - Intel Core i5-13500
2026-05-13 07:35:46 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:46 | INFO     | ss_crawler | [crawler] Fetching CPU listing 26/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bopbli.html
2026-05-13 07:35:48 | INFO     | ss_crawler | [repository] ✨ bopbli: New - Intel Core i7-6700
2026-05-13 07:35:48 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:48 | INFO     | ss_crawler | [crawler] Fetching CPU listing 27/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/plcbd.html
2026-05-13 07:35:50 | INFO     | ss_crawler | [repository] ✨ plcbd: New - Intel Xeon X5650 @ 2.67GHz
2026-05-13 07:35:50 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:50 | INFO     | ss_crawler | [crawler] Fetching CPU listing 28/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/dfbcj.html
2026-05-13 07:35:54 | INFO     | ss_crawler | [repository] ✨ dfbcj: New - AMD Ryzen 5 5500
2026-05-13 07:35:54 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:54 | INFO     | ss_crawler | [crawler] Fetching CPU listing 29/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pjjjf.html
2026-05-13 07:35:57 | INFO     | ss_crawler | [repository] ✨ pjjjf: New - Intel Core i7-9700K
2026-05-13 07:35:57 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:57 | INFO     | ss_crawler | [crawler] Fetching CPU listing 30/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lnmeo.html
2026-05-13 07:35:59 | INFO     | ss_crawler | [repository] ✨ lnmeo: New - Intel Core i7-2600 @ 3.40GHz
2026-05-13 07:35:59 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:35:59 | INFO     | ss_crawler | [cpu_scraper] Fetching CPU category: https://www.ss.com/lv/electronics/computers/completing-pc/cpu/page2.html
2026-05-13 07:35:59 | INFO     | ss_crawler | [crawler] Fetching CPU category page: https://www.ss.com/lv/electronics/computers/completing-pc/cpu/page2.html
2026-05-13 07:36:01 | INFO     | ss_crawler | [cpu_parser] Found 30 listings on page
2026-05-13 07:36:01 | INFO     | ss_crawler | [cpu_scraper] Found 30 CPU listings to process
2026-05-13 07:36:01 | INFO     | ss_crawler | [crawler] Fetching CPU listing 1/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hjlkp.html
2026-05-13 07:36:03 | INFO     | ss_crawler | [repository] ✨ hjlkp: New - Intel Core i5-7400
2026-05-13 07:36:03 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:03 | INFO     | ss_crawler | [crawler] Fetching CPU listing 2/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mxdbf.html
2026-05-13 07:36:06 | INFO     | ss_crawler | [repository] ✨ mxdbf: New - Intel Core i5-8400
2026-05-13 07:36:06 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:06 | INFO     | ss_crawler | [crawler] Fetching CPU listing 3/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pjgfj.html
2026-05-13 07:36:10 | INFO     | ss_crawler | [repository] ✨ pjgfj: New - AMD Ryzen 9 9900X
2026-05-13 07:36:10 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:10 | INFO     | ss_crawler | [crawler] Fetching CPU listing 4/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hhoej.html
2026-05-13 07:36:13 | INFO     | ss_crawler | [repository] ✨ hhoej: New - Intel Core i9-14900KF
2026-05-13 07:36:13 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:13 | INFO     | ss_crawler | [crawler] Fetching CPU listing 5/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/kojep.html
2026-05-13 07:36:16 | INFO     | ss_crawler | [repository] ✨ kojep: New - Intel Core i3-10100
2026-05-13 07:36:16 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:16 | INFO     | ss_crawler | [crawler] Fetching CPU listing 6/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mjjle.html
2026-05-13 07:36:18 | INFO     | ss_crawler | [repository] ✨ mjjle: New - AMD Ryzen 3 PRO 3200G
2026-05-13 07:36:18 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:18 | INFO     | ss_crawler | [crawler] Fetching CPU listing 7/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/edbbx.html
2026-05-13 07:36:20 | INFO     | ss_crawler | [repository] ✨ edbbx: New - Intel Core i3-8100
2026-05-13 07:36:20 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:20 | INFO     | ss_crawler | [crawler] Fetching CPU listing 8/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mhbno.html
2026-05-13 07:36:23 | INFO     | ss_crawler | [repository] ✨ mhbno: New - Intel Core i9-9900KF
2026-05-13 07:36:23 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:23 | INFO     | ss_crawler | [crawler] Fetching CPU listing 9/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/ploix.html
2026-05-13 07:36:26 | INFO     | ss_crawler | [repository] ✨ ploix: New - AMD Ryzen 5 240
2026-05-13 07:36:26 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:26 | INFO     | ss_crawler | [crawler] Fetching CPU listing 10/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hjgkl.html
2026-05-13 07:36:28 | INFO     | ss_crawler | [repository] ✨ hjgkl: New - Intel Core i7-7700
2026-05-13 07:36:28 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:28 | INFO     | ss_crawler | [crawler] Fetching CPU listing 11/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lnejh.html
2026-05-13 07:36:29 | INFO     | ss_crawler | [repository] ✨ lnejh: New - AMD Ryzen 7 7800X3D
2026-05-13 07:36:29 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:29 | INFO     | ss_crawler | [crawler] Fetching CPU listing 12/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/eoxff.html
2026-05-13 07:36:32 | INFO     | ss_crawler | [repository] ✨ eoxff: New - AMD Ryzen 5 5600
2026-05-13 07:36:32 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:32 | INFO     | ss_crawler | [crawler] Fetching CPU listing 13/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/kpjmk.html
2026-05-13 07:36:35 | INFO     | ss_crawler | [repository] ✨ kpjmk: New - Intel Core i5-6500
2026-05-13 07:36:35 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:35 | INFO     | ss_crawler | [crawler] Fetching CPU listing 14/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lodgk.html
2026-05-13 07:36:39 | INFO     | ss_crawler | [repository] ✨ lodgk: New - Intel Core i7-9700
2026-05-13 07:36:39 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:39 | INFO     | ss_crawler | [crawler] Fetching CPU listing 15/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pinee.html
2026-05-13 07:36:42 | INFO     | ss_crawler | [repository] ✨ pinee: New - Intel Core i7-7700K
2026-05-13 07:36:42 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:42 | INFO     | ss_crawler | [crawler] Fetching CPU listing 16/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lcdnn.html
2026-05-13 07:36:44 | INFO     | ss_crawler | [repository] ✨ lcdnn: New - Intel Core i7-6700
2026-05-13 07:36:44 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:44 | INFO     | ss_crawler | [crawler] Fetching CPU listing 17/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/loghc.html
2026-05-13 07:36:46 | INFO     | ss_crawler | [repository] ✨ loghc: New - Intel Core i3-7100
2026-05-13 07:36:46 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:46 | INFO     | ss_crawler | [crawler] Fetching CPU listing 18/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fncdp.html
2026-05-13 07:36:48 | INFO     | ss_crawler | [repository] ✨ fncdp: New - Intel Core i7-4770
2026-05-13 07:36:48 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:48 | INFO     | ss_crawler | [crawler] Fetching CPU listing 19/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/khfbk.html
2026-05-13 07:36:50 | INFO     | ss_crawler | [repository] ✨ khfbk: New - Intel Core i7-6700K
2026-05-13 07:36:50 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:50 | INFO     | ss_crawler | [crawler] Fetching CPU listing 20/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/pmbgm.html
2026-05-13 07:36:53 | INFO     | ss_crawler | [repository] ✨ pmbgm: New - Intel Core i3-14100
2026-05-13 07:36:53 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:53 | INFO     | ss_crawler | [crawler] Fetching CPU listing 21/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fbkdj.html
2026-05-13 07:36:55 | INFO     | ss_crawler | [repository] ✨ fbkdj: New - Intel Core i7-6700K
2026-05-13 07:36:55 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:55 | INFO     | ss_crawler | [crawler] Fetching CPU listing 22/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hjxif.html
2026-05-13 07:36:57 | INFO     | ss_crawler | [repository] ✨ hjxif: New - Intel Core i7-8700
2026-05-13 07:36:57 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:57 | INFO     | ss_crawler | [crawler] Fetching CPU listing 23/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bmxhf.html
2026-05-13 07:36:59 | INFO     | ss_crawler | [repository] ✨ bmxhf: New - Intel Core i7-7700
2026-05-13 07:36:59 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:36:59 | INFO     | ss_crawler | [crawler] Fetching CPU listing 24/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hjfbj.html
2026-05-13 07:37:02 | INFO     | ss_crawler | [repository] ✨ hjfbj: New - Intel Core i3-4160
2026-05-13 07:37:02 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:02 | INFO     | ss_crawler | [crawler] Fetching CPU listing 25/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fklkk.html
2026-05-13 07:37:05 | INFO     | ss_crawler | [repository] ✨ fklkk: New - Intel Core i5-10400
2026-05-13 07:37:05 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:05 | INFO     | ss_crawler | [crawler] Fetching CPU listing 26/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bopgjx.html
2026-05-13 07:37:07 | INFO     | ss_crawler | [repository] ✨ bopgjx: New - Intel Core i5-8400
2026-05-13 07:37:07 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:07 | INFO     | ss_crawler | [crawler] Fetching CPU listing 27/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/klcci.html
2026-05-13 07:37:10 | INFO     | ss_crawler | [repository] ✨ klcci: New - Intel Core i5-9500
2026-05-13 07:37:10 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:10 | INFO     | ss_crawler | [crawler] Fetching CPU listing 28/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/boonbo.html
2026-05-13 07:37:13 | INFO     | ss_crawler | [repository] ✨ boonbo: New - Intel Core i3-10105
2026-05-13 07:37:13 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:13 | INFO     | ss_crawler | [crawler] Fetching CPU listing 29/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fekmo.html
2026-05-13 07:37:16 | INFO     | ss_crawler | [repository] ✨ fekmo: New - Intel Core i9-14900KF
2026-05-13 07:37:16 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:16 | INFO     | ss_crawler | [crawler] Fetching CPU listing 30/30: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/mcjfd.html
2026-05-13 07:37:19 | INFO     | ss_crawler | [repository] ✨ mcjfd: New - Intel Core i5-9400F
2026-05-13 07:37:19 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:19 | INFO     | ss_crawler | [cpu_scraper] Fetching CPU category: https://www.ss.com/lv/electronics/computers/completing-pc/cpu/page3.html
2026-05-13 07:37:19 | INFO     | ss_crawler | [crawler] Fetching CPU category page: https://www.ss.com/lv/electronics/computers/completing-pc/cpu/page3.html
2026-05-13 07:37:22 | INFO     | ss_crawler | [cpu_parser] Found 10 listings on page
2026-05-13 07:37:22 | INFO     | ss_crawler | [cpu_scraper] Found 10 CPU listings to process
2026-05-13 07:37:22 | INFO     | ss_crawler | [crawler] Fetching CPU listing 1/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fiome.html
2026-05-13 07:37:24 | INFO     | ss_crawler | [repository] ✨ fiome: New - Intel Core i7-14700
2026-05-13 07:37:24 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:24 | INFO     | ss_crawler | [crawler] Fetching CPU listing 2/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bopdgg.html
2026-05-13 07:37:26 | INFO     | ss_crawler | [repository] ✨ bopdgg: New - AMD Ryzen 5 3500X
2026-05-13 07:37:26 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:26 | INFO     | ss_crawler | [crawler] Fetching CPU listing 3/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/boonbn.html
2026-05-13 07:37:28 | INFO     | ss_crawler | [repository] ✨ boonbn: New - AMD Ryzen 5 2600
2026-05-13 07:37:28 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:28 | INFO     | ss_crawler | [crawler] Fetching CPU listing 4/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bopfio.html
2026-05-13 07:37:31 | INFO     | ss_crawler | [repository] ✨ bopfio: New - Intel Core i5-10600K
2026-05-13 07:37:31 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:31 | INFO     | ss_crawler | [crawler] Fetching CPU listing 5/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/fkdem.html
2026-05-13 07:37:35 | INFO     | ss_crawler | [repository] ✨ fkdem: New - Intel Core i7-4770K
2026-05-13 07:37:35 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:35 | INFO     | ss_crawler | [crawler] Fetching CPU listing 6/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/hifej.html
2026-05-13 07:37:37 | INFO     | ss_crawler | [repository] ✨ hifej: New - Intel Core i5-7500
2026-05-13 07:37:37 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:37 | INFO     | ss_crawler | [crawler] Fetching CPU listing 7/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/bjkek.html
2026-05-13 07:37:39 | INFO     | ss_crawler | [repository] ✨ bjkek: New - Intel Core i3-2100 @ 3.10GHz
2026-05-13 07:37:39 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:39 | INFO     | ss_crawler | [crawler] Fetching CPU listing 8/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/lpidm.html
2026-05-13 07:37:41 | INFO     | ss_crawler | [repository] ✨ lpidm: New - Intel Core i3-2120 @ 3.30GHz
2026-05-13 07:37:41 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:41 | INFO     | ss_crawler | [crawler] Fetching CPU listing 9/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/boopef.html
2026-05-13 07:37:45 | INFO     | ss_crawler | [repository] ✨ boopef: New - AMD Ryzen 5 PRO 3400G
2026-05-13 07:37:45 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:45 | INFO     | ss_crawler | [crawler] Fetching CPU listing 10/10: https://www.ss.com/msg/lv/electronics/computers/completing-pc/cpu/boopej.html
2026-05-13 07:37:47 | INFO     | ss_crawler | [repository] ✨ boopej: New - Intel Core i7-7700
2026-05-13 07:37:47 | INFO     | ss_crawler | [cpu_scraper] NEW: Processed: new
2026-05-13 07:37:47 | INFO     | ss_crawler | [cpu_scraper] Fetching CPU category: https://www.ss.com/lv/electronics/computers/completing-pc/cpu/page4.html
