2026-04-26 00:02:00 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Initializing SSD scraper...
2026-04-26 00:02:20 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bbbffd: Kingston A400 (94% confidence)
2026-04-26 00:02:20 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] ⏸️ bbbffd: Unchanged
2026-04-26 00:02:20 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bomnbl.html
2026-04-26 00:02:22 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bomnbl: Samsung 980 (100% confidence)
2026-04-26 00:02:22 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bomnbl: Updated (content)
2026-04-26 00:02:22 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cglcmb.html
2026-04-26 00:02:24 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cglcmb: Samsung 860 Pro (100% confidence)
2026-04-26 00:02:24 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cglcmb: Updated (content)
2026-04-26 00:02:24 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bdniph.html
2026-04-26 00:02:26 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bdniph: Samsung 870 QVO (100% confidence)
2026-04-26 00:02:27 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bdniph: Updated (content)
2026-04-26 00:02:27 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/ccgbox.html
2026-04-26 00:02:29 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched ccgbox: Samsung 870 QVO (100% confidence)
2026-04-26 00:02:29 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 ccgbox: Updated (content)
2026-04-26 00:02:29 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cdpnkm.html
2026-04-26 00:02:31 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cdpnkm: Kingston NV2 (100% confidence)
2026-04-26 00:02:31 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cdpnkm: Updated (content)
2026-04-26 00:02:31 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cgknmp.html
2026-04-26 00:02:34 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cgknmp: Kingston NV3 (100% confidence)
2026-04-26 00:02:34 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cgknmp: Updated (content)
2026-04-26 00:02:34 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cglxno.html
2026-04-26 00:02:37 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cglxno: Crucial MX500 (100% confidence)
2026-04-26 00:02:37 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cglxno: Updated (content)
2026-04-26 00:02:37 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bompdg.html
2026-04-26 00:02:40 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bompdg: Kingston A400 (100% confidence)
2026-04-26 00:02:40 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bompdg: Updated (title)
2026-04-26 00:02:40 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/boncfe.html
2026-04-26 00:02:42 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched boncfe: Kingston A400 (100% confidence)
2026-04-26 00:02:42 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 boncfe: Updated (title)
2026-04-26 00:02:42 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bfhxex.html
2026-04-26 00:02:44 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bfhxex: Gigabyte NVMe (100% confidence)
2026-04-26 00:02:44 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bfhxex: Updated (title)
2026-04-26 00:02:44 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cdejcp.html
2026-04-26 00:02:47 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cdejcp: Kingston A400 (100% confidence)
2026-04-26 00:02:47 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cdejcp: Updated (title)
2026-04-26 00:02:47 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cglbhb.html
2026-04-26 00:02:49 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cglbhb: Samsung 860 Pro (100% confidence)
2026-04-26 00:02:49 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cglbhb: Updated (title)
2026-04-26 00:02:49 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/beexml.html
2026-04-26 00:02:51 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched beexml: WD SN850X (100% confidence)
2026-04-26 00:02:51 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 beexml: Updated (content)
2026-04-26 00:02:51 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/ccgbnf.html
2026-04-26 00:02:54 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched ccgbnf: Samsung 860 Pro (100% confidence)
2026-04-26 00:02:54 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] ⏸️ ccgbnf: Unchanged
2026-04-26 00:02:54 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bogfhk.html
2026-04-26 00:02:56 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bogfhk: Samsung 870 EVO (100% confidence)
2026-04-26 00:02:56 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] ⏸️ bogfhk: Unchanged
2026-04-26 00:02:56 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cgkcie.html
2026-04-26 00:02:58 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cgkcie: Samsung 990 EVO (100% confidence)
2026-04-26 00:02:58 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cgkcie: Updated (title)
2026-04-26 00:02:58 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cglxfd.html
2026-04-26 00:03:02 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cglxfd: Kingston NV3 (100% confidence)
2026-04-26 00:03:02 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cglxfd: Updated (title)
2026-04-26 00:03:02 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bigkxn.html
2026-04-26 00:03:04 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bigkxn: Lexar NM790 (100% confidence)
2026-04-26 00:03:04 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bigkxn: Updated (title)
2026-04-26 00:03:04 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bommhn.html
2026-04-26 00:03:05 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bommhn: Crucial MX500 (100% confidence)
2026-04-26 00:03:05 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bommhn: Updated (content)
2026-04-26 00:03:05 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/ccilhn.html
2026-04-26 00:03:08 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched ccilhn: Kingston A400 (100% confidence)
2026-04-26 00:03:08 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] ⏸️ ccilhn: Unchanged
2026-04-26 00:03:08 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cgkddo.html
2026-04-26 00:03:11 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cgkddo: Patriot Viper VP4300 (100% confidence)
2026-04-26 00:03:11 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cgkddo: Updated (title)
2026-04-26 00:03:11 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bpmkdj.html
2026-04-26 00:03:14 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bpmkdj: Patriot PXD (100% confidence)
2026-04-26 00:03:14 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bpmkdj: Updated (title)
2026-04-26 00:03:14 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cegcbp.html
2026-04-26 00:03:17 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cegcbp: ADATA SU650/SU655 (100% confidence)
2026-04-26 00:03:17 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cegcbp: Updated (title)
2026-04-26 00:03:17 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cdxijg.html
2026-04-26 00:03:19 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] No match for cdxijg: SS.COM Komplektējošie datoriem - SSD, Cena 20 €. S
2026-04-26 00:03:19 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] ⏸️ cdxijg: Unchanged
2026-04-26 00:03:19 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bdocnc.html
2026-04-26 00:03:21 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] No match for bdocnc: SS.COM Komplektējošie datoriem - SSD, Cena 5 €. Ss
2026-04-26 00:03:21 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] ⏸️ bdocnc: Unchanged
2026-04-26 00:03:21 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cdegcg.html
2026-04-26 00:03:24 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cdegcg: Seagate FireCuda 540 (100% confidence)
2026-04-26 00:03:24 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cdegcg: Updated (title)
2026-04-26 00:03:24 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Next page URL: https://www.ss.com/lv/electronics/computers/completing-pc/ssd/page2.html
2026-04-26 00:03:24 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Fetching page 2: https://www.ss.com/lv/electronics/computers/completing-pc/ssd/page2.html
2026-04-26 00:03:24 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/lv/electronics/computers/completing-pc/ssd/page2.html
2026-04-26 00:03:27 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Found 32 listings on page 2, 32 new
2026-04-26 00:03:27 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cgkpie.html
2026-04-26 00:03:28 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cgkpie: Samsung 870 EVO (100% confidence)
2026-04-26 00:03:28 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cgkpie: Updated (title, description, location, match)
2026-04-26 00:03:28 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cgkpie.html
2026-04-26 00:03:30 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cgkpie: Samsung 870 EVO (100% confidence)
2026-04-26 00:03:30 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cgkpie: Updated (content)
2026-04-26 00:03:30 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cgkpie.html
2026-04-26 00:03:33 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cgkpie: Samsung 870 EVO (100% confidence)
2026-04-26 00:03:33 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cgkpie: Updated (content)
2026-04-26 00:03:33 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/mhngk.html
2026-04-26 00:03:36 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched mhngk: Samsung T5 (82% confidence)
2026-04-26 00:03:36 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 mhngk: Updated (title, description, location, match)
2026-04-26 00:03:36 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bxpkbg.html
2026-04-26 00:03:39 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] No match for bxpkbg: SS.COM Komplektējošie datoriem - SSD, Cena 9 €. Ss
2026-04-26 00:03:39 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bxpkbg: Updated (title, description, location, match)
2026-04-26 00:03:39 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bohhkd.html
2026-04-26 00:03:42 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] No match for bohhkd: SS.COM Komplektējošie datoriem - SSD, Cena 5 €. Ss
2026-04-26 00:03:42 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bohhkd: Updated (title, description, location, match)
2026-04-26 00:03:42 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bommeh.html
2026-04-26 00:03:44 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bommeh: Kingston NV2 (100% confidence)
2026-04-26 00:03:44 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bommeh: Updated (title, description, location, match)
2026-04-26 00:03:44 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/boeccm.html
2026-04-26 00:03:47 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched boeccm: Kingston NV1 (100% confidence)
2026-04-26 00:03:47 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 boeccm: Updated (title, description, location)
2026-04-26 00:03:47 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bolkkf.html
2026-04-26 00:03:49 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] No match for bolkkf: SS.COM Komplektējošie datoriem - SSD, Cena 15 €. C
2026-04-26 00:03:49 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bolkkf: Updated (title, description, location, match)
2026-04-26 00:03:49 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/beexod.html
2026-04-26 00:03:52 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] No match for beexod: SS.COM Komplektējošie datoriem - SSD, Cena 15 €. S
2026-04-26 00:03:52 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 beexod: Updated (title, description, location, match)
2026-04-26 00:03:52 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bdccbl.html
2026-04-26 00:03:55 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bdccbl: Kingston A400 (100% confidence)
2026-04-26 00:03:55 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bdccbl: Updated (title, description, location, match)
2026-04-26 00:03:55 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bdhgeg.html
2026-04-26 00:03:57 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bdhgeg: Crucial P3 (100% confidence)
2026-04-26 00:03:57 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bdhgeg: Updated (title, description, location, match)
2026-04-26 00:03:57 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bedcbg.html
2026-04-26 00:03:59 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bedcbg: Intel 545s (77% confidence)
2026-04-26 00:03:59 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] ⏸️ bedcbg: Unchanged
2026-04-26 00:03:59 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bomnhg.html
2026-04-26 00:04:02 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bomnhg: Gigabyte SSD (78% confidence)
2026-04-26 00:04:02 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bomnhg: Updated (title, description, location)
2026-04-26 00:04:02 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/ccipee.html
2026-04-26 00:04:05 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched ccipee: Crucial T705 (100% confidence)
2026-04-26 00:04:05 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 ccipee: Updated (title, description, location, match)
2026-04-26 00:04:05 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cclgpp.html
2026-04-26 00:04:09 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cclgpp: Samsung 860 EVO (100% confidence)
2026-04-26 00:04:09 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cclgpp: Updated (title, description, location, match)
2026-04-26 00:04:09 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/ccimol.html
2026-04-26 00:04:12 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched ccimol: Crucial T710 (100% confidence)
2026-04-26 00:04:12 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 ccimol: Updated (title, description, location)
2026-04-26 00:04:12 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cdlbkj.html
2026-04-26 00:04:15 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cdlbkj: WD My Passport SSD (NVMe) (100% confidence)
2026-04-26 00:04:15 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cdlbkj: Updated (title, description, location, match)
2026-04-26 00:04:15 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/cdxmpx.html
2026-04-26 00:04:17 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched cdxmpx: Samsung 9100 Pro (100% confidence)
2026-04-26 00:04:17 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 cdxmpx: Updated (title, description, location)
2026-04-26 00:04:17 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bpnidc.html
2026-04-26 00:04:21 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bpnidc: Samsung 990 EVO (100% confidence)
2026-04-26 00:04:21 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bpnidc: Updated (title, description, location, match)
2026-04-26 00:04:21 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/pxbnf.html
2026-04-26 00:04:24 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched pxbnf: Samsung 990 Pro (100% confidence)
2026-04-26 00:04:24 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 pxbnf: Updated (title, description, location, match)
2026-04-26 00:04:24 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/mdchk.html
2026-04-26 00:04:28 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched mdchk: Samsung 9100 Pro (100% confidence)
2026-04-26 00:04:28 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 mdchk: Updated (title, description, location, match)
2026-04-26 00:04:28 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bikpbd.html
2026-04-26 00:04:31 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bikpbd: Samsung 970 EVO (100% confidence)
2026-04-26 00:04:31 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bikpbd: Updated (title, description, location, match)
2026-04-26 00:04:31 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bebobc.html
2026-04-26 00:04:34 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] No match for bebobc: SS.COM Komplektējošie datoriem - SSD, Cena 18 €. П
2026-04-26 00:04:34 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bebobc: Updated (title, description, location, match)
2026-04-26 00:04:34 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/bommeg.html
2026-04-26 00:04:36 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched bommeg: Kingston NV2 (90% confidence)
2026-04-26 00:04:36 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 bommeg: Updated (title, description, location, match)
2026-04-26 00:04:36 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/ccgbnd.html
2026-04-26 00:04:40 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched ccgbnd: Kingston A400 (100% confidence)
2026-04-26 00:04:40 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 ccgbnd: Updated (title, description, location, match)
2026-04-26 00:04:40 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/ccjmpg.html
2026-04-26 00:04:42 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched ccjmpg: Samsung 860 EVO (100% confidence)
2026-04-26 00:04:42 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 ccjmpg: Updated (title, description, location, match)
2026-04-26 00:04:42 | INFO     | ss_crawler | [crawler] [crawler] Fetching : https://www.ss.com/msg/lv/electronics/computers/completing-pc/ssd/ccnpef.html
2026-04-26 00:04:45 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] Matched ccnpef: Kingston NV2 (100% confidence)
2026-04-26 00:04:45 | INFO     | ss_crawler | [ssd_scraper] [ssd_scraper] 🔄 ccnpef: Updated (title, description, location)
