2026-05-18 00:03:45 | INFO     | ss_crawler | [crawler] Fetching test: https://www.ss.com/msg/lv/electronics/computers/pc/lpgxh.html
2026-05-18 00:08:45 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:08:45 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:08:45 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:08:46 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:08:47 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:08:47 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:08:47 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:08:47 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 00:08:47 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:08:47 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 00:08:48 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 00:08:48 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 00:08:48 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:08:48 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:08:48 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:08:48 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:08:50 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:08:50 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:08:50 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:08:50 | INFO     | ss_crawler | [crawler] Fetching single computer listing: https://www.ss.com/msg/lv/electronics/computers/pc/lpgxh.html
2026-05-18 00:08:52 | INFO     | ss_crawler | [computer_scraper] Single scrape result: new - New: Datori un orgtehnika/Datori/ Pārdod...
2026-05-18 00:09:15 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:09:43 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:10:13 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 00:10:13 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:10:13 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 00:10:13 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 00:10:13 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 00:10:14 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:10:14 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:10:14 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:10:14 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:10:15 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:10:15 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:10:15 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:10:15 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 00:10:15 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:10:15 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 00:10:16 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 00:10:16 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 00:10:16 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:10:16 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:10:16 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:10:17 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:10:18 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:10:18 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:10:18 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:10:18 | INFO     | ss_crawler | [crawler] Fetching single computer listing: https://www.ss.com/msg/lv/electronics/computers/pc/lpgxh.html
2026-05-18 00:10:20 | INFO     | ss_crawler | [computer_scraper] Single scrape result: new - New: Datori un orgtehnika/Datori/ Pārdod...
2026-05-18 00:10:37 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:11:28 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 00:11:28 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:11:28 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 00:11:28 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 00:11:28 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 00:11:29 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:11:29 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:11:29 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:11:29 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:11:31 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:11:31 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:11:31 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:11:31 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 00:11:31 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:11:31 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 00:11:31 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 00:11:31 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 00:11:31 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:11:32 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:11:32 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:11:32 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:11:33 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:11:33 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:11:33 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:11:33 | INFO     | ss_crawler | [crawler] Fetching single computer listing: https://www.ss.com/msg/lv/electronics/computers/pc/lpgxh.html
2026-05-18 00:11:37 | INFO     | ss_crawler | [computer_scraper] Single scrape result: new - New: Datori un orgtehnika/Datori/ Pārdod...
2026-05-18 00:12:08 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:12:46 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:12:46 | INFO     | ss_crawler | [crawler] Fetching test: https://www.ss.com/msg/lv/electronics/computers/pc/lpgxh.html
2026-05-18 00:12:50 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:14:12 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 00:14:12 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:14:12 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 00:14:12 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 00:14:12 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 00:14:12 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:14:13 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:14:13 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:14:13 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:14:14 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:14:14 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:14:14 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:14:14 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 00:14:14 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:14:14 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 00:14:15 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 00:14:15 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 00:14:15 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:14:15 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:14:15 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:14:15 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:14:17 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:14:17 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:14:17 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:14:17 | INFO     | ss_crawler | [crawler] Fetching single computer listing: https://www.ss.com/msg/lv/electronics/computers/pc/lpgxh.html
2026-05-18 00:14:44 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 00:14:44 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:14:44 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 00:14:44 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 00:14:44 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 00:14:45 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:14:45 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:14:45 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:14:45 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:14:46 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:14:46 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:14:46 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:14:46 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 00:14:46 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 00:14:46 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 00:14:47 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 00:14:47 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 00:14:47 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 00:14:47 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 00:14:47 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 00:14:48 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 00:14:49 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 00:14:49 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:14:49 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 00:14:49 | INFO     | ss_crawler | [crawler] Fetching single computer listing: https://www.ss.com/msg/lv/electronics/computers/pc/lpgxh.html
2026-05-18 00:14:51 | INFO     | ss_crawler | [computer_scraper] Single scrape result: new - New: Datori un orgtehnika/Datori/ Pārdod...
2026-05-18 19:42:19 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 19:42:19 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 19:42:19 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 19:42:20 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 19:42:20 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 19:42:20 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 19:42:20 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 19:42:21 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 19:42:21 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 19:42:22 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 19:42:22 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 19:42:22 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 19:42:22 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 19:42:22 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 19:42:22 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 19:42:23 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 19:42:23 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 19:42:23 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 19:42:23 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 19:42:23 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 19:42:23 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 19:42:25 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 19:42:25 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 19:42:25 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 19:42:25 | INFO     | ss_crawler | [crawler] Fetching single computer listing: https://www.ss.com/msg/lv/electronics/computers/pc/fdbio.html
2026-05-18 19:42:28 | INFO     | ss_crawler | [computer_scraper] Single scrape result: new - New: Datori un orgtehnika/Datori/ Pārdod...
2026-05-18 19:47:45 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 19:47:45 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 19:47:45 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 19:47:45 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 19:47:45 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 19:47:46 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 19:47:46 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 19:47:46 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 19:47:46 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 19:47:47 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 19:47:47 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 19:47:47 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 19:47:47 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 19:47:47 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 19:47:47 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 19:47:48 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 19:47:48 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
2026-05-18 19:47:48 | INFO     | ss_crawler | [ram_matcher] RAMMatcher initialized with 5284 RAM references
2026-05-18 19:47:48 | INFO     | ss_crawler | [ssd_matcher] SSDMatcher initialized with 2450 SSDs
2026-05-18 19:47:48 | INFO     | ss_crawler | [psu_matcher] PSUMatcher initialized with 2895 PSU references
2026-05-18 19:47:49 | INFO     | ss_crawler | [case_matcher] CaseMatcher initialized with 5740 case references
2026-05-18 19:47:50 | INFO     | ss_crawler | [motherboard_matcher] MotherboardMatcher initialized with 5729 motherboards
2026-05-18 19:47:50 | INFO     | ss_crawler | [computer_matcher] ComputerMatcher initialized: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 19:47:50 | INFO     | ss_crawler | [computer_scraper] Loaded references: 5320 CPUs, 631 GPUs, 5284 RAMs, 2450 SSDs, 2895 PSUs, 5740 Cases, 5729 Motherboards
2026-05-18 19:47:50 | INFO     | ss_crawler | [crawler] Fetching single computer listing: https://www.ss.com/msg/lv/electronics/computers/pc/gjifh.html
2026-05-18 19:47:53 | INFO     | ss_crawler | [computer_scraper] Single scrape result: new - New: Datori un orgtehnika/Datori/ Pārdod...
2026-05-18 19:49:59 | INFO     | ss_crawler | [computer_scraper] Initializing computer scraper...
2026-05-18 19:49:59 | INFO     | ss_crawler | [database] Database connected: localhost:5433/ss_market
2026-05-18 19:49:59 | INFO     | ss_crawler | [computer_scraper] Database: postgresql+psycopg2://crawler:crawler_pass@localhost:5433/ss_market
2026-05-18 19:50:00 | INFO     | ss_crawler | [cpu_matcher] CPUMatcher initialized with 5320 CPUs
2026-05-18 19:50:00 | INFO     | ss_crawler | [matcher] GPUMatcher initialized with 631 GPUs
